Name: “Table 1 of 1 on page 124 of 219”,Name: “Table 1 of 1 on page 124 of 219”,Name: “Table 1 of 1 on page 124 of 219”,Name: “Table 1 of 1 on page 124 of 219”,Name: “Table 1 of 1 on page 124 of 219”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,
,PLANNING / BZA / WETLANDS / ARB,PLANNING / BZA / WETLANDS / ARB,PLANNING / BZA / WETLANDS / ARB,
Major Departmental Functions,,,,
* Process a variety of land use applications.,,,,
* Assist public in City land use policies and standards.,* Assist public in City land use policies and standards.,,,
* Prepare and modify the City's Comprehensive Plan.,* Prepare and modify the City's Comprehensive Plan.,,,
* Serve as staff liaison to various Boards/Commissions and Committees.,* Serve as staff liaison to various Boards/Commissions and Committees.,* Serve as staff liaison to various Boards/Commissions and Committees.,,
"* Prepare applications for public hearings, inspecting sites, monitoring construction, assisting public in","* Prepare applications for public hearings, inspecting sites, monitoring construction, assisting public in","* Prepare applications for public hearings, inspecting sites, monitoring construction, assisting public in","* Prepare applications for public hearings, inspecting sites, monitoring construction, assisting public in","* Prepare applications for public hearings, inspecting sites, monitoring construction, assisting public in"
preparation and delivery of formal applications.,,,,
* Presentations to City Council/Boards/Commissions.,* Presentations to City Council/Boards/Commissions.,,,
Performance Measures,FY 2010,FY 2011,FY 2012,FY 2013
,Actual,Actual,Estimated,Estimated
Architectural Review Applications,6,5,5,5
Board of Zoning Appeals - Ches Bay Exceptions,1,2,30,30
Board of Zoning Applications,12,8,12,12
*EDPRC Chesapeake Bay Waivers,0,16,10,10
Ordinance Amendments,4,10,3,3
Wetland Board Applications,8,3,1,4
*EDPRC is Environmental Development Plan Review Committee that is made up of staff members,*EDPRC is Environmental Development Plan Review Committee that is made up of staff members,*EDPRC is Environmental Development Plan Review Committee that is made up of staff members,*EDPRC is Environmental Development Plan Review Committee that is made up of staff members,*EDPRC is Environmental Development Plan Review Committee that is made up of staff members
Significant Budget Items,,,,
* Decrease in operating expenses since board members were trained in FY 2012.,* Decrease in operating expenses since board members were trained in FY 2012.,* Decrease in operating expenses since board members were trained in FY 2012.,* Decrease in operating expenses since board members were trained in FY 2012.,
Program Accomplishments,,,,
* Processed applications in a timely manner.,,,,
,87,,,
