Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”,Name: “Table 1 of 1 on page 194 of 219”
Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191,Table: 191
,,,,,,,,,,
,,,,APPENDIX,APPENDIX,APPENDIX,,,,
,,,,TOTAL REVENUES,TOTAL REVENUES,TOTAL REVENUES,TOTAL REVENUES,,,
"After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,","After adjusting for inflation, total revenue received per Poquoson household has increased 3.5% since 2002,"
or an average of .35% per year.,or an average of .35% per year.,or an average of .35% per year.,,,,,,,,
,,,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,Total Revenue Per Household,,
,,Revenue in,Revenue in,Revenue,Revenue,Revenue in,Revenue in,Revenue in,Revenue Per,Revenue Per
,,Current,Current,,Per,,2002,,Household,Household
Year,Year,Dollars,Dollars,Household,Household,,Dollars,Dollars,,
2002,2002,"$25,687,323","$25,687,323",,"$5,941",,"$25,687,323","$25,687,323",,"$5,941"
2003,2003,"$27,172,586","$27,172,586",,"$6,218",,"$26,535,729","$26,535,729",,"$6,072"
2004,2004,"$29,733,770","$29,733,770",,"$6,736",,"$28,495,471","$28,495,471",,"$6,456"
2005,2005,"$33,462,935","$33,462,935",,"$7,496",,"$31,044,850","$31,044,850",,"$6,954"
2006,2006,"$34,304,554","$34,304,554",,"$7,533",,"$30,779,161","$30,779,161",,"$6,759"
2007,2007,"$39,045,892","$39,045,892",,"$8,424",,"$34,178,774","$34,178,774",,"$7,374"
2008,2008,"$40,147,113","$40,147,113",,"$8,564",,"$33,758,623","$33,758,623",,"$7,201"
2009,2009,"$39,340,239","$39,340,239",,"$8,305",,"$33,047,097","$33,047,097",,"$6,976"
2010,2010,"$37,551,873","$37,551,873",,"$7,897",,"$30,715,493","$30,715,493",,"$6,460"
2011,2011,"$36,072,531","$36,072,531",,"$7,633",,"$29,069,426","$29,069,426",,"$6,151"
% Change,% Change,,40.4%,,28.5%,,13.2%,13.2%,3.5%,3.5%
Source:,"Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes","Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report, includes"
"General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board).","General, Special Revenue, Debt Service and Capital Projects Funds and Component Unit (School Board)."
,,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,Total Revenue Per Household in 2002 Dollars,,
"$7,800",,,,,,,,,,
"$7,300",,,,,,,,,,
"$6,800",,,,,,,,,,
"$6,300",,,,,,,,,,
"$5,800",,,,,,,,,,
"$5,300",,,,,,,,,,
"$4,800",,,,,,,,,,
"$4,300",,,,,,,,,,
"$3,800",,,,,,,,,,
,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
,,,,,A-5,,,,,
