Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”,Name: “Table 1 of 1 on page 63 of 219”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,,
,,,,CITY MANAGER,CITY MANAGER,CITY MANAGER,CITY MANAGER,,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,,$,%
,,,,,,,FY 2012,,FY 2013,,Change,Change
,,,FY 2010,,FY 2011,,Revised,Adopted,Adopted,From 2012,From 2012,From 2012
,,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,Personal Services,$,"374,500",$,"368,494",$,"372,872",$,"386,907",$,"14,035",3.8%
Operating Expenses,Operating Expenses,,"24,068",,"15,545",,"25,100",,"24,500",,(600),-2.4%
Capital Outlay,Capital Outlay,,-,,-,,-,,-,,-,n/a
Totals,Totals,$,"398,568",$,"384,039",$,"397,972",$,"411,407",$,"13,435",3.4%
Personnel Summary,Personnel Summary,,,,,,,,,,,
,,,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,
,,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
City Manager,City Manager,,,,1,,1,,1,,1,
Assistant City Manager,Assistant City Manager,,,,0.6,,0.6,,0.6,,0.6,
Executive Assistant,Executive Assistant,,,,1,,1,,1,,1,
Secretary,Secretary,,,,1,,1,,1,,1,
Part-time (FTE),Part-time (FTE),,,,0.2,,0.2,,0.2,,0.2,
,Totals,,,,3.8,,3.8,,3.8,,3.8,
Goals and Objectives,Goals and Objectives,,,,,,,,,,,
*,Provide outstanding leadership to the City Government.,Provide outstanding leadership to the City Government.,Provide outstanding leadership to the City Government.,Provide outstanding leadership to the City Government.,Provide outstanding leadership to the City Government.,,,,,,,
*,Increase economic growth in the City.,Increase economic growth in the City.,Increase economic growth in the City.,,,,,,,,,
*,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,Effectively manage governmental services during the current fiscal challenges.,,,,
*,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,Maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,
,,,,,26,,,,,,,
