Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”,Name: “Table 1 of 1 on page 130 of 219”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,,,,
,NON-DEPARTMENTAL,NON-DEPARTMENTAL,NON-DEPARTMENTAL,NON-DEPARTMENTAL,NON-DEPARTMENTAL,NON-DEPARTMENTAL,,,
Major Departmental Functions,,,,,,,,,
* Account for expenses that are not readily classified in other areas.,* Account for expenses that are not readily classified in other areas.,* Account for expenses that are not readily classified in other areas.,* Account for expenses that are not readily classified in other areas.,* Account for expenses that are not readily classified in other areas.,,,,,
* Hold funds in reserve for any contingent situations which may occur.,* Hold funds in reserve for any contingent situations which may occur.,* Hold funds in reserve for any contingent situations which may occur.,* Hold funds in reserve for any contingent situations which may occur.,* Hold funds in reserve for any contingent situations which may occur.,,,,,
,,,,,FY 2012,FY 2012,FY 2013,FY 2013,
,FY 2010,FY 2010,FY 2011,FY 2011,Revised,Revised,Adopted,Adopted,
Budget Detail,,Actual,,Actual,,Budget,,Budget,
Refunds,$,(348),$,(40),$,-,$,,-
Treasurer Cash Overages/Shortages,,(44),,29,,-,,,-
Bank Charges/Returned Checks,,"46,373",,(114),,-,,,-
Contingencies,,"3,398",,"15,577",,"40,000",,"20,000","20,000"
Tropical Storm Ida Recovery,,,,,,,,,
Personal Services,,"35,217",,-,,-,,,-
Operating Expenses,,"126,062",,-,,-,,,-
Capital Outlay,,"7,312",,-,,-,,,-
Hurricane Irene Recovery,,,,,,,,,
Personal Services,,-,,-,,-,,,-
Operating Expenses,,-,,-,,"200,000",,,-
Capital Outlay,,-,,-,,-,,,-
Totals,$,"217,970",$,"15,452",$,"240,000",$,"20,000","20,000"
Significant Budget Items,,,,,,,,,
