Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”,Name: “Table 1 of 1 on page 23 of 219”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,,,,
,,,,,,,,,,,E X E C U T I VE SU M M A R Y,E X E C U T I VE SU M M A R Y,E X E C U T I VE SU M M A R Y,E X E C U T I VE SU M M A R Y
Capital Projects Fund,Capital Projects Fund,Capital Projects Fund,Capital Projects Fund,Capital Projects Fund,,,,,,,,,,
The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-,The Capital Projects Fund accounts for financial resources used for the acquisition or con-
"struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than","struction of major City or School capital facilities, infrastructure, and equipment other than"
those financed by proprietary funds.,those financed by proprietary funds.,those financed by proprietary funds.,those financed by proprietary funds.,those financed by proprietary funds.,those financed by proprietary funds.,,,,,,,,,
"Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage","Capital Project revenues include $351,225 in State Highway Funds for street and drainage"
"improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund","improvements and a transfer of $90,000 from the General Fund and $592,692 use of Fund"
Balance.,The,FY,2013 -,Beyond,FY,2017,CIP,prepared,by,staff,was,presented,to,the
