Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”,Name: “Table 1 of 1 on page 139 of 219”
Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136,Table: 136
,,,,,,,,,,,
,,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,DEBT SERVICE FUND - EXPENDITURES,,,
Debt Service Expenditures,Debt Service Expenditures,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,,FY 2012,,FY 2013,,Change,Change
,,FY 2010,,FY 2011,,Revised,,Adopted,,From 2012,From 2012
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
School Principal,$,"999,165",$,"547,306",$,"485,667",$,"473,447",$,"(12,220)",-2.5%
School Interest,,"946,547",,"887,518",,"975,917",,"882,516",,"(93,401)",-9.6%
City Principal,,"358,908",,"349,658",,"368,990",,"210,989",,"(158,001)",-42.8%
City Interest,,"252,995",,"247,901",,"237,561",,"232,356",,"(5,205)",-2.2%
Trustee Fees,,"1,500",,"1,250",,"2,000",,"2,000",,-,0.0%
Future Debt Service,,-,,-,,-,,"250,942",,"250,942",100.0%
Advance Refunding,,"15,598,139",,"7,530,556",,"12,099,067",,-,,"(12,099,067)",-100.0%
Cost of Debt Issuance,,"234,339",,"43,263",,"71,044",,-,,"(71,044)",-100.0%
Totals,"$ 18,391,593","$ 18,391,593",$,"9,607,452","$ 14,240,246","$ 14,240,246","$ 2,052,250","$ 2,052,250","$ (12,187,996)","$ (12,187,996)",-85.6%
Significant Budget Items,Significant Budget Items,,,,,,,,,,
"* In FY 2010, the City refunded $15.4 million in debt.","* In FY 2010, the City refunded $15.4 million in debt.","* In FY 2010, the City refunded $15.4 million in debt.","* In FY 2010, the City refunded $15.4 million in debt.","* In FY 2010, the City refunded $15.4 million in debt.",,,,,,,
"* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on","* In FY 2011, the City refunded $9.5 million in debt in order to take advantage of lower interest rates on",
debt while not extending the terms of the original loans.,debt while not extending the terms of the original loans.,debt while not extending the terms of the original loans.,debt while not extending the terms of the original loans.,debt while not extending the terms of the original loans.,,,,,,,
"* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates.","* In FY 2012, the City refunded $2.9 and $8.4 million in debt in order to take advantage of lower interest rates."
,,,,102,102,,,,,,
