Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”,Name: “Table 1 of 1 on page 201 of 219”
Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198,Table: 198
,,,,,,,,,,
,,,,APPENDIX,APPENDIX,APPENDIX,,,,
,,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,PERSONAL PROPERTY TAX REVENUE,,
"In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the","In 1999, the State implemented the Personal Property Tax Relief Act (PPTRA), where the State reduced the"
percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the,percentage of personal property tax the citizen paid on vehicles. The State reimbursed localities for the
reduced personal property taxes.,reduced personal property taxes.,reduced personal property taxes.,"Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly","Due to the soaring costs associated with PPTRA, the General Assembly"
made significant changes to PPTRA.,made significant changes to PPTRA.,made significant changes to PPTRA.,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement,The changes included converting the program from an entitlement
program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,program to a block grant formula that caps statewide relief to local governments.,The cap for Poquoson as,The cap for Poquoson as
"identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.","identified by the State Auditor of Public Accounts is $1,923,430.",,,,
,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,Total Personal Property Tax Revenue Per Household,
,,Revenue in,Revenue in,,Revenue,Revenue,Revenue,Revenue,,Revenue
,,Current,Current,,Per,,in 2002,in 2002,,Per
Year,,Dollars,Dollars,Household,Household,Household,Dollars,Dollars,Household,Household
2002,,"$1,271,261","$1,271,261",,$294,,"$1,251,261","$1,251,261",,$294
2003,,"$1,367,354","$1,367,354",,$313,,"$1,335,307","$1,335,307",,$306
2004,,"$1,538,520","$1,538,520",,$349,,"$1,474,446","$1,474,446",,$334
2005,,"$1,682,524","$1,682,524",,$377,,"$1,560,942","$1,560,942",,$350
2006,,"$1,888,246","$1,888,246",,$415,,"$1,694,196","$1,694,196",,$372
2007,,"$2,210,975","$2,210,975",,$477,,"$1,935,374","$1,935,374",,$418
2008,,"$2,581,520","$2,581,520",,$551,,"$2,170,730","$2,170,730",,$463
2009,,"$2,335,554","$2,335,554",,$493,,"$1,961,942","$1,961,942",,$414
2010,,"$2,251,205","$2,251,205",,$473,,"$1,841,369","$1,841,369",,$387
2011,,"$2,357,359","$2,357,359",,$499,,"$1,899,702","$1,899,702",,$402
% CHANGE,% CHANGE,85.4%,85.4%,,69.7%,69.7%,49.4%,49.4%,,36.7%
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,
Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars,Personal Property Tax Revenue Per Household in 2002 Dollars
$500,,,,,,,,,,
$450,,,,,,,,,,
$400,,,,,,,,,,
$350,,,,,,,,,,
$300,,,,,,,,,,
$250,,,,,,,,,,
$200,,,,,,,,,,
$150,,,,,,,,,,
$100,,,,,,,,,,
$50,,,,,,,,,,
$0,,,,,,,,,,
,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
,,,,,A-12,,,,,
