Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”,Name: “Table 1 of 1 on page 81 of 219”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,,,
,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,REGISTRAR / ELECTORAL BOARD,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2012,FY 2012,FY 2013,FY 2013,Change,Change,Change
,,FY 2010,,FY 2011,Revised,Revised,Adopted,Adopted,From 2012,From 2012,From 2012
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,"106,532",$,"111,350",$,"126,906",$,"137,419",$,"10,513",8.3%
Operating Expenses,,"15,752",,"17,837",,"33,507",,"27,163",,"(6,344)",-18.9%
Capital Outlay,,"3,349",,-,,-,,-,,-,n/a
Totals,$,"125,633",$,"129,187",$,"160,413",$,"164,582",$,"4,169",2.6%
"* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members","* In Personal Services, a minimal amount is budgeted as a stipend to the three Electoral Board members",
"in the amount of $7,512.",,,,,,,,,,,
Personnel Summary,,,,,,,,,,,
,,,,FY 2010,,FY 2011,,FY 2012,,FY 2013,
,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
Registrar,,,,1,,1,,1,,1,
Assistant Registrar,,,,1,,1,,1,,1,
Part Time (FTE),,,,0.1,,0.1,,0.1,,0.1,
Totals,,,,2.1,,2.1,,2.1,,2.1,
Goals and Objectives,,,,,,,,,,,
"* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and","* Assist citizens in understanding requirements for voter registration, provide citizens with information and",
referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,referral for services and inform citizens about absentee voting.,,,,,
* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,* Protect the integrity of the electoral process and efficiently conduct the elections in FY 2011 within,
the provisions of the Code of Virginia.,the provisions of the Code of Virginia.,the provisions of the Code of Virginia.,,,,,,,,,
* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,* Assure that registration opportunities will be equally available to all Poquoson citizens and throughout,
the United States.,,,,,,,,,,,
* Maintain accurate and up-to-date voter records.,* Maintain accurate and up-to-date voter records.,* Maintain accurate and up-to-date voter records.,* Maintain accurate and up-to-date voter records.,* Maintain accurate and up-to-date voter records.,,,,,,,
* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,* Increase voter registrations through use of National Voter Registration Act (NVRA).,,,
* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,* Train Officers of Election so they will be informed of duties on election day.,,,
"* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations","* Assist candidates with filing requirements and verify Certificates of Candidate Qualifications, Declarations"
of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,of Candidacy and all petitions filed by candidates or groups seeking a referendum.,,,
,,,,44,,,,,,,
