Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”,Name: “Table 1 of 1 on page 67 of 219”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,
,,INDEPENDENT AUDITOR,INDEPENDENT AUDITOR,INDEPENDENT AUDITOR,INDEPENDENT AUDITOR,INDEPENDENT AUDITOR,,,,,
Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,$,%
,,,,,FY 2012,FY 2012,FY 2013,,Change,Change,Change
,,FY 2010,,FY 2011,Revised,Revised,Adopted,,From 2012,From 2012,From 2012
,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,$,-,$,-,$,-,$,-,,n/a,n/a
Operating Expenses,,"31,289",,"34,004",,"31,200",,"35,800",,"4,600",14.7%
Capital Outlay,,-,,-,,-,,-,,n/a,n/a
Totals,$,"31,289",$,"34,004",$,"31,200",$,"35,800",$,"4,600",14.7%
Personnel Summary,,,,,,,,,,,
N/A,,,,,,,,,,,
Goals and Objectives,,,,,,,,,,,
"* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information","* Provide City Council and City administration analysis, recommendations, counsel and information",
concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,concerning financial related activities of the City in accordance with generally accepted government,
auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public,auditing standards promulgated by the Comptroller General of the United States and the Auditor of Public
Accounts of the Commonwealth of Virginia.,Accounts of the Commonwealth of Virginia.,Accounts of the Commonwealth of Virginia.,,,,,,,,,
"* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development","* Perform FY 2012 audits of the City, School Board, School Activity Funds and Economic Development"
"Authority (EDA) by November 30, 2012.","Authority (EDA) by November 30, 2012.","Authority (EDA) by November 30, 2012.",,,,,,,,,
* Prepare the Comparative Cost Report for the City.,* Prepare the Comparative Cost Report for the City.,* Prepare the Comparative Cost Report for the City.,* Prepare the Comparative Cost Report for the City.,* Prepare the Comparative Cost Report for the City.,,,,,,,
* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,* Provide suggestions to strengthen internal accounting and administrative controls.,,,
,,,,30,,,,,,,
