Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,
S CHOOL G RANTS,S CHOOL G RANTS,,,,
Grants and Special Programs Revenue Summary,Grants and Special Programs Revenue Summary,Grants and Special Programs Revenue Summary,Grants and Special Programs Revenue Summary,,
,,FY 2011,FY 2012,FY 2013,FY 2014
,,Actual,Actual,Approved,Approved
Federal Grants,Federal Grants,"27,165,327","43,972,969","29,529,014","27,458,061"
Commonwealth of Virginia Grants,Commonwealth of Virginia Grants,"4,617,864","4,713,700","3,554,660","4,235,971"
Corporate and Foundation Awards,Corporate and Foundation Awards,"127,269","119,202","215,424","100,000"
Other Grants,Other Grants,"260,472","268,206","349,000","344,000"
Total Grant Revenues,Total Grant Revenues,"32,170,932","49,074,077","33,648,098","32,138,032"
Grants and Special Programs Expenditure Summary,Grants and Special Programs Expenditure Summary,Grants and Special Programs Expenditure Summary,Grants and Special Programs Expenditure Summary,,
FEDERAL GRANTS,FEDERAL GRANTS,,,,
,,FY 2011,FY 2012,FY 2013,FY 2014
,,Actual,Actual,Approved,Approved
Compensatory Programs,Compensatory Programs,"19,926,978","26,518,612","19,530,202","17,721,522"
Special Education,Special Education,"3,214,203","11,968,162","7,494,134","7,604,243"
"Career, Technical and Adult","Career, Technical and Adult",,,,
,,"1,224,727","1,028,541","1,163,771","1,027,290"
Education,Education,,,,
Other Projects,Other Projects,"2,799,419","4,457,654","1,340,907","1,105,006"
Total Federal Grants,Total Federal Grants,"27,165,327","43,972,969","29,529,014","27,458,061"
COMMONWEALTH OF VIRGINIA GRANTS,COMMONWEALTH OF VIRGINIA GRANTS,,,,
,,FY 2011,FY 2012,FY 2013,FY 2014
,,Actual,Actual,Approved,Approved
"Career, Technical and Adult","Career, Technical and Adult",,,,
,,"93,957","100,912","117,548","158,664"
Education,Education,,,,
State Operated Facilities,State Operated Facilities,"2,844,832","2,936,242","3,053,732","3,482,133"
Special Education,Special Education,"187,672","191,940","197,946","207,710"
Virginia Technology Initiative 1,Virginia Technology Initiative 1,"1,378,418","1,337,073",0,"260,000"
Other Grants1,Other Grants1,"112,985","147,533","185,434","127,464"
Total Commonwealth of Virginia,Total Commonwealth of Virginia,"4,617,864","4,713,700","3,554,660","4,235,971"
362,School Grants,,,,
