Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”,Name: “Table 1 of 1 on page 20 of 82”
Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20,Table: 20
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,
PRIMARY SCHOOL,-,OFFICE OF THE PRINCIPAL,OFFICE OF THE PRINCIPAL,1.0.21.1.61410 ...,,,,,,,PAGE 11
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1126,PRINCIPAL SALARY,PRINCIPAL SALARY,$,"77,627",$,"79,876",$,"79,876",$,,0.0%
1127,ASSISTANT PRINCIPAL,ASSISTANT PRINCIPAL,$,"58,000",$,"59,740",$,"59,699",$,(41),-0.1 %
1140,OFFICE CLERK SALARY,OFFICE CLERK SALARY,$,"17,732",$,"18,264",$,"18,264",$,,0.0%
1150,CLERICAL SALARY,CLERICAL SALARY,$,"27,281",$,"28,099",$,"28,099",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"13,502",$,"14,227",$,"14,224",$,(3),0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"27,955",$,"25,684",$,"25,679",$,(5),0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"18,432",$,"22,144",$,"21 ,357",$,(787),-3.6%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"1,792",$,"1,525",$,"1,525",$,(0),0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"1,656",$,"2,009",$,"2,008",$,(0),0.0%
,,TOTAL,$,"243,977",$,"251,568",$,"250,731",$,(837),-0.3%
