Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”,Name: “Table 1 of 1 on page 66 of 82”
Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66,Table: 66
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
,ADMINISTRATIVE TECHNOLOGY,1.0.90.9.68300 .. .,1.0.90.9.68300 .. .,,,,,,,,PAGE 57
CODE,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,2009/2010,,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,PROJECTED,,,(- DECREASE),%
1110,ADMINISTRATIVE SALARIES,,$,"82,400",$,"84,872",$,-,$,"(84,872)",-100.0%
2100,FICA BENEFITS,,$,"6,290",$,"6,493",$,-,$,"(6,493)",-100.0%
22 10,VRS BENEFITS,,$,"12,838",$,"11,721",$,-,$,"(11,721)",-100.0%
2300,HEALTH BENEFITS,,$,"4,790",$,"6,050",$,-,$,"(6,050)",-100.0%
2400,GROUP LIFE INSURANCE,,$,824,$,696,$,-,$,(696),-100.0%
2750,RETIREE HEALTH CARE CREDIT,,$,725,$,917,$,-,$,(917),-100.0%
,,TOTAL,$,"107,867",$,"110,748",$,-,$,"(110,748)",-100.0%
