Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”,Name: “Table 1 of 1 on page 14 of 82”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,
,,,,,2009/2010 BUDGET,2009/2010 BUDGET,2009/2010 BUDGET,,,,
SUMMARY OF EXPENDITURES,SUMMARY OF EXPENDITURES,SUMMARY OF EXPENDITURES,,,,,,,,,
,,,,,,REVISED,,,INCREASE I,INCREASE I,PAGES
,BUDGET FUNCTION,BUDGET FUNCTION,,2008/2009,,2008/2009,,2009/2010,,DECREASE,PERCENT
PPS EXPENDITURES- TOTAL,PPS EXPENDITURES- TOTAL,PPS EXPENDITURES- TOTAL,$,"2,959,671",$,"2,958,233",$,"2,702,485",$,"(255,748)",-8.6%
HOMEBOUND/ELEMENTARY,HOMEBOUND/ELEMENTARY,HOMEBOUND/ELEMENTARY,$,"6,091",$,"6,091",$,"6,091",$,(0),0.0%
PES EXPENDITURES - TOTAL,PES EXPENDITURES - TOTAL,PES EXPENDITURES - TOTAL,$,"2,772,403",$,"2,763,206",$,"2,644,556",$,"(118,650)",-4.3%
ENRICHMENT SUMMER SCHOOL,ENRICHMENT SUMMER SCHOOL,ENRICHMENT SUMMER SCHOOL,$,"315,575",$,"315,575",$,"186,611",$,"(128,964)",-40.9%
ELEMENTARY ATTENDANCE/HEALTI-,ELEMENTARY ATTENDANCE/HEALTI-,ELEMENTARY ATTENDANCE/HEALTI-,$,"180,655",$,"180,655",$,"220,007",$,"39,352",21.8%
PMS,EXPENDITURES- TOTAL,EXPENDITURES- TOTAL,$,"3,462,874",$,"3,462,876",$,"3,244,748",$,"(218,128)",-6.3%
HOMEBOUND/SECONDARY,HOMEBOUND/SECONDARY,HOMEBOUND/SECONDARY,$,"10,623",$,"10,623",$,"9,546",$,"(1,077)",-10.1%
