Name: “Table 1 of 1 on page 3 of 82”,Name: “Table 1 of 1 on page 3 of 82”
Table: 3,Table: 3
,
Senior Administrative Staff,Senior Administrative Staff
Dr. Jennifer Parish,Dr. Jennifer Parish
Superintendent of Schools,Superintendent of Schools
Ms. Linda Reviea,Ms. Linda Reviea
Deputy Superintendent of Instruction and Support Services,Deputy Superintendent of Instruction and Support Services
Mr. Steven,"Pappas,"
Executive Director of Operations,Executive Director of Operations
"Mr. Bill Bowen,","Mr. Bill Bowen,"
Director of Finance,Director of Finance
