Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”,Name: “Table 1 of 1 on page 21 of 82”
Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21,Table: 21
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
PRIMARY SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.21.2.611 00 ...,1.0.21.2.611 00 ...,1.0.21.2.611 00 ...,,,,,PAGE12
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"157,021",$,"175,554",$,"169,694",$,"(5,860)",-3.3%
1151,AI DES SALARIES,·,$,"55,691",$,"72,091",$,"72,091",$,,0.0%
2100,FICA BENEFITS,,$,"16,900",$,"18,945",$,"18,497",$,(448),-2.4%
2210,VRS BENEFITS,,$,"32,098",$,"34,200",$,"29,915",$,"(4,285)",-12. 5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"11,103",$,"16,459",$,"10,313",$,"(6, 146)",-37.3%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"2,054",$,"2,031",$,"1,392",$,(639),-31.5%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"2,217",$,"2,675",$,"1,833",$,(842),-31.5%
3000,PURCHASE I RELATED SERV.,PURCHASE I RELATED SERV.,$,"46,999",$,"38,000",$,"38,000",$,,0.0%
3001,PRESCHOOL HANDICAPPED,PRESCHOOL HANDICAPPED,$,-,$,-,$,-,$,,0.0%
3002,PRESCHOOL carryover,PRESCHOOL carryover,$,-,$,-,$,-,$,,0.0%
3003,PRESCHOOL GRANT - A,PRESCHOOL GRANT - A,$,-,$,-,$,-,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"3,314",$,"2,760",$,"2,622",$,(1 38),-5.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"29,510",$,"43,241",$,"31,000",$,"(12,241)",-28.3%
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"356,906",$,"405,955",$,"375,357",$,"(30,598)",-7.5%
