Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”,Name: “Table 1 of 1 on page 42 of 82”
Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42,Table: 42
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
MIDDLE SCHOOL,-,VOCATIONAL INSTRUCTION,,1.0.31.3.611 00 ...,,,,,,,PAGE 33
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"116,484",$,"119,815",$,"119,815",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"8,875",$,"9,166",$,"9,166",$,,0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"17,788",$,"16,546",$,"16,546",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"5,438",$,"6,600",$,"5,912",$,(688),-10.4%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"1,140",$,982,$,982,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"1,165",$,"1,294",$,"1,294",$,,0.0%
5500,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,$,650,$,650,$,598,$,(52),-8.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"3,269",$,"4,618",$,"4,387",$,(231),-5.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"1,875",$,"2,500",$,"2,375",$,(125),-5.0%
8201,C & T OTHER EQUIPMENT,C & T OTHER EQUIPMENT,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"156,684",$,"162,172",$,"161,076",$,"(1 ,096)",-0.7%
