Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”,Name: “Table 1 of 1 on page 38 of 82”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
MIDDLE SCHOOL,-,GUIDANCE,1.0.31 .1.6121 0 .. .,,,,,,,,PAGE 29
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"93,434",$,"95,739",$,"95,871",$,132,0.1%
1150,CLERICAL SALARIES,CLERICAL SALARIES,$,"48,821",$,51' 109,$,"48,359",$,"(2,750)",-5.4%
2100,FICA BENEFITS,FICA BENEFITS,$,"10,552",$,"11,234",$,"11,034",$,(200),-1.8%
2210,VRS BENEFITS,VRS BENEFITS,$,"21,726",$,"20,280",$,"19,918",$,(362),-1 .8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"9,315",$,"9,240",$,"9,408",$,168,1.8%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"1,392",$,"1,204",$,1 '183,$,(21),-1.8%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"1,478",$,"1,586",$,"1,558",$,(28),-1.8%
6000,MATERIALS/SUPPLIES,MATERIALS/SUPPLIES,$,"2,088",$,"3,250",$,"3,088",$,(1 62),-5.0%
,,TOTAL,$,"188,806",$,"193,642",$,"190,418",$,"(3,224)",-1.7%
