Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”,Name: “Table 1 of 1 on page 29 of 82”
Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29,Table: 29
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,SPECIAL EDUCATION CLASSROOM INSTRUCTION,1.0.22.2.611 00 ...,1.0.22.2.611 00 ...,1.0.22.2.611 00 ...,,,PAGE 20
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"170,514",$,"181,983",$,"184,628",$,"2,645",1.5%
1151,AIDES SALARIES,AIDES SALARIES,$,"63,692",$,"66,045",$,"115,724",$,"49,679",75.2%
21 00,FICA BENEFITS,,$,"18,226",$,"18,974",$,"22,977",$,"4,003",21 .1%
2210 VRS BENEFITS,2210 VRS BENEFITS,,$,"34,911",$,"34,253",$,"41,479",$,"7,226",21.1.%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"16,115",$,"17,737",$,"36,449",$,"18,712",105.5%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"2,235",$,"2,034",$,"2,463",$,429,21.1%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"2,420",$,"2,679",$,"3,244",$,565,21.1%
3000,PURCHASE/RELATED SERVICE,PURCHASE/RELATED SERVICE,$,"25,600",$,"16,600",$,"16,600",$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"1,838",$,"3,000",$,"2,850",$,(1 50),-5.0%
7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,7000 JOINT OPERATIONS/NEW HORIZONS,$,"44,510",$,"62,000",$,"62,000",$,,0.0%
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,,0.0%
9000,PARENT RESOURCE CENTER,PARENT RESOURCE CENTER,$,"5,853",$,"6,026",$,"6,026",$,,0.0%
,TOTAL,TOTAL,$,"385,913",$,"411,330",$,"494,439",$,"83,1 09",20.2%
