Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”,Name: “Table 1 of 1 on page 37 of 82”
Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37,Table: 37
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
MIDDLE SCHOOL - INSTRUCTION,MIDDLE SCHOOL - INSTRUCTION,1.0.31.1.61100 ...,,,,,,,,PAGE 28
CODE,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"1,562,418",$,"1,652,419",$,"1,515,193",$,"(137,226)",-8.3%
1123 AFTER SCHOOL REMEDIATION,1123 AFTER SCHOOL REMEDIATION,$,-,$,-,$,-,$,,0.0%
1125 CURRICULUM WRITING,1125 CURRICULUM WRITING,$,193,$,-,$,-,$,,0.0%
1151,INSTRUCTIONAL AIDES,$,,$,,$,"12,149",$,"12,149",0.0%
1415 VEC UNEMPLOYMENT,1415 VEC UNEMPLOYMENT,$,-,$,-,$,"19,656",$,"19,656",100.0%
1520 SUBSTITUTE TEACHER,1520 SUBSTITUTE TEACHER,$,"55,180",$,"44,500",$,"44,500",$,,0.0%
1620 SUPPLEMENTAL SALARIES,1620 SUPPLEMENTAL SALARIES,$,"20,941",$,"54,678",$,"21 ,019",$,"(33,659)",-61.6%
2100,FICA BENEFITS,$,"125,576",$,"129,316",$,"121 ,854",$,"(7,462)",-5.8%
2210 VRS BENEFITS,2210 VRS BENEFITS,$,"239,418",$,"227,300",$,"216,052",$,"(11 ,248)",-4.9%
2300,HEALTH BENEFITS,$,"122,986",$,"120,675",$,"101,435",$,"(19,240)",-15.9%
2400,GROUP LIFE INSURANCE,$,"15,367",$,"13,496",$,"12,792",$,(704),-5.2%
2750,RETIREE HEALTH CARE CREDIT,$,"16,432",$,"17,776",$,"16,847",$,(929),-5.2%
3000,OTHER INSTRUCTIONAL COST,$,"6,152",$,"4,650",$,"4,650",$,,0.0%
3001,PURCHASE SERVICES,$,-,$,-,$,-,$,,0.0%
3005,CHORAL DEPARTMENT,$,"2,208",$,"3,000",$,"3,000",$,,0.0%
3007,BAND OPERATIONS,$,"2,542",$,"3,000",$,"3,000",$,,0.0%
5500,PROFE:SSIONAL DEVELOPMENT,$,"1,829",$,"3,000",$,"2,760",$,(240),-8.0%
6000,MATERIALS & SUPPLIES,$,"33,037",$,"22,903",$,"21,758",$,"(1,145)",-5.0%
6008 .ART DEPARTMENT OPERATIONS,6008 .ART DEPARTMENT OPERATIONS,$,-,$,-,$,-,$,,0.0%
6030,REMEDIAL SUPPLIES,$,,$,"1,945",$,"1,848",$,(97),-5.0%
8200,EQUIPMENT ADDITIONS,$,"10,000",$,"2,775",$,"2,636",$,(139),-5.0%
8201,OTHER USE OF FUNDS,$,515,$,"1,460",$,"1,387",$,(73),-5.0%
8203,CARL PERKINS,$,-,$,-,$,-,$,,0.0%
8204,CARL PERKINS ADDITIONAL FUNDS,$,-,$,-,$,-,$,,0.0%
,TOTAL,$,"2,214,796",$,"2,302,893",$,"2,122,536",$,"(180,357)",-7.8%
