Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”,Name: “Table 1 of 1 on page 53 of 82”
Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53,Table: 53
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,SECONDARY SCHOOL NURSES,SECONDARY SCHOOL NURSES,1.0.33.1.62220 ... ..,1.0.33.1.62220 ... ..,1.0.33.1.62220 ... ..,,,,,PAGE44
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1131,SCHOOL NURSES,,,$,"71,042",$,"70,778",$,"70,291",$,(487),-0.7%
1132,SUBSTITUTE NURSES,SUBSTITUTE NURSES,,$,"2,420",$,"2,170",$,"2,500",$,330,15.2%
2100,FICA BENEFITS,,,$,"5,243",$,"5,581",$,"5,569",$,(12),-0.2%
2210,VRS BENEFITS,,,$,"9,522",$,"9,774",$,"9,707",$,(67),-0.7%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"7,347",$,"14,600",$,"9,410",$,"(5,190)",-35 .5%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,610,$,580,$,576,$,(4),-0.7%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,,$,668,$,764,$,759,$,(5),-0.7%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,,$,115,$,250,$,238,$,(12),-4 .8%
5500,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,,$,347,$,425,$,391,$,(34),-8.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,"1,957",$,"3,000",$,"2,850",$,(150),-5.0%
6015,HEPATITIS-B VACCINE,HEPATITIS-B VACCINE,,$,229,$,500,$,475,$,(25),-5. 0%
,,,TOTAL,$,"99,500",$,"108,423",$,"102,766",$,"(5,657)",-5.2%
