Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”,Name: “Table 1 of 1 on page 70 of 82”
Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70,Table: 70
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,,
,,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,,,
TITLE V,-PRIMARY SCHOOL,-PRIMARY SCHOOL,1.2.21.1.61100 .....,,,,,,,,,PAGE,61
CODE,BUDG ET FUNCTION,BUDG ET FUNCTION,,2007/2008,,,2008/2009,2009/2010,,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,PROJECTED,,,(- DECREASE),%,
1140,AIDE SAlARY,,,$,-,$,"2,643",$,-,$,"(2,643)",-100.0%,-100.0%
1141,CARRYOVER,,,$,-,$,-,$,-,$,,0.0%,0.0%
8200,EQUI PMENT,,,$,-,$,-,$,-,$,,0.0%,0.0%
,,,TOTAL,$,-,$,"2,643",$,-,$,"(2,643)",-100.0%,-100.0%
TITLE V-,ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,1.2.22.1.61100 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,,,2008/2009,2009/2010,,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,,(-DECREASE),%,
1120 SAlARIES,,,,$,-,$,-,$,-,$,,0.0%,0.0%
1140 AIDES SAlARI ES,1140 AIDES SAlARI ES,,,$,-,$,-,$,-,$,,0.0%,0.0%
8200,EQUIPMENT,,,$,-,$,-,$,-,$,,0.0%,0.0%
,,,TOTAL,$,-,$,- $,,- $,- $,-,0.0%,0.0%
TITLE V-,MIDDLE SCHOOL,MIDDLE SCHOOL,1.2.31.1.61100 .....,,,,,,,,,,
CODE,BUDG ET FUNCTION,BUDG ET FUNCTION,,2007/2008,,,2008/2009,2009/2010,,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,,(-DECREASE),%,
8200,EQUI PMENT,,,$,-,$,-,$,-,$,,0.0%,0.0%
,,,TOTAL,$,-,$,-,$,-,$,,0.0%,0.0%
TITLE V -,HIGH SCHOOL,1.2.32.1.61100 .....,1.2.32.1.61100 .....,,,,,,,,,,
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,,,2008/2009,2009/2010,,,+INCREASE,,
,,,,ACTUAL,,APPROPRIATED,,PROJECTED,,,(- DECREASE),%,
3000,SOL PROF. CURRICULUM,SOL PROF. CURRICULUM,,$,-,$,-,$,-,$,,0.0%,0.0%
6000 MATERIALS I SUPPLI ES,6000 MATERIALS I SUPPLI ES,6000 MATERIALS I SUPPLI ES,,$,-,$,-,$,-,$,,0.0%,0.0%
8200,EQUIPMENT,,,$,-,$,-,$,-,$,,0.0%,0.0%
,,,TOTAL,$,-,$,- $,,,$,-,0.0%,0.0%
,TOTAL TITLE V,- ALL,,$,- $,- $,"2,643",$,-,$,"{2,643)",-100.0%,-100.0%
