Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”,Name: “Table 1 of 1 on page 59 of 82”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,,,,,,
,SCHOOL BOARD INITIATIVE -1 .0.90.0.62160,SCHOOL BOARD INITIATIVE -1 .0.90.0.62160,SCHOOL BOARD INITIATIVE -1 .0.90.0.62160,,,,,,,,PAGE 50
CODE,BUDGET FUNCTION,,,2007/2008,2008/2009,,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,,,PROJECTED,,(- DECREASE),%
1120,MENTOR TEACHER PROGRAM,·,$,-,$,-,$,-,$,,0.0%
2100,FICA,,$,-,$,-,$,-,$,,0.0%
3000,SCHOOL BOARD INITIATIVE,,$,"14,228",$,"15,000",$,-,$,"(15,000)",-100.0%
3003,SUPERINTENDENT SEARCH,,$,"5,466",$,-,$,-,$,,0.0%
,,,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"19,694",$,"15,000",$,-,$,"(15,000)",-100.0%
,!TOTAL ADMINISTRATION,l $,l $,"986,641",l $,"1 ,062,466 l $","1 ,062,466 l $","943,492] $","943,492] $","(118,974)1",-11 .2%
