Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”,Name: “Table 1 of 1 on page 9 of 82”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,
Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010,Expenditures for 2009 - 2010
,,Technology,Technology,Grants,,,
,Food Service,,,,,,
O&M,,,4%,6%,,,
9%,,,,,,,
District Wide,,,,,,,
4%,,,,,,,
,,,,,,,Instruction
,,,,,,,71%
,• Instruction,D District Wide,D District Wide,• Transportation,D 0,& M,
,DFood Service,•,Technology,• Grants,,,
•,Instruction,,,,,"$15,223,900","$15,223,900"
•,Division Wide,Division Wide,Division Wide,,,$,"943,492"
•,Transportation,Transportation,Transportation,,,$,"869,899"
•,Operation/Maintenance,Operation/Maintenance,Operation/Maintenance,,,$,"1,823,863"
•,Food Service,Food Service,,,,$,"332,251"
•,Technology,Technology,,,,$,"863,440"
•,Grants,,,,,"$ 1,275,817","$ 1,275,817"
,Total Expenses,Total Expenses,Total Expenses,,"$21,332,662","$21,332,662","$21,332,662"
