Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”,Name: “Table 1 of 1 on page 17 of 82”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,
PRIMARY SCHOOL- INSTRUCTION,PRIMARY SCHOOL- INSTRUCTION,1.0.21.1.61100 ...,,,,,,,,PAGES
CODE,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,ACTUAL,APPROPRIATED .,APPROPRIATED .,,PROJECTED,,(-DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"1 ,088,173",$,"1,098,175",$,"992,366",$,"(105,809)",-9.6%
1122 4-YEAR OLD AT RISK TEACHER,1122 4-YEAR OLD AT RISK TEACHER,$,-,$,-,$,-,$,,0.0%
1151,AIDES SALARIES,$,"225,976",$,"254,496",$,"226,461",$,"(28,035)",-11 .0%
1520 SUBSTITUTE SALARIES,1520 SUBSTITUTE SALARIES,$,"52,875",$,"44,500",$,"44,500",$,,0.0%
1620 SOL RESOURCE SUPPLEMENT,1620 SOL RESOURCE SUPPLEMENT,$,-,$,-,$,-,$,,0.0%
2100,FICA BENEFITS,$,"105,898",$,"111,896",$,"96,644",$,"(15,252)",-13.6%
2210 VRS BENEFITS,2210 VRS BENEFITS,$,"207,435",$,"195,168",$,"169,821",$,"(25,347)",- 13.0%
2300,HEALTH BENEFITS,$,"151, 163",$,"157,947",$,"145,524",$,"(12,423)",-7.9%
2400,GROUP LIFE INSURANCE,$,"13,341",$,"11,589",$,,$,"(1,542)",-13.3%
2700 WORKER'S COMPENSATION,2700 WORKER'S COMPENSATION,$,"45,901",$,"45,901",,,$,"(45,901)",-100.0%
2750,RETIREE HEALTH CARE CREDIT,$,"13,800",$,"3,549",$,"13,232",$,"9,683",272.8%
3000,OTHER INSTRUCTIONAL COST,$,"5,485",$,"3,910",$,"3,910",$,,0.0%
3001,PURCHASE SERVICES,$,-,$,-,$,-,$,,0.0%
5500,PROFESSIONAL DEVELOPMENT,$,"2,557",$,"3,000",$,"2,760",$,(240),-8.0%
6000,MATERIALS I SUPPLIES,$,"24,852",$,"15,500",$,"14,725",$,(775),-5.0%
8200,EQUIPMENT ADDITIONS,$,"8,675",$,"2,800",$,"2,660",$,(1 40),-5.0%
8201,OTHER USE OF FUNDS/ED TV,$,"1,788",$,"2,420",$,"2,300",$,(120),-5.0%
,TOTAL,$,"1,947,919",$,"1,950,851",$,"1,724,950",$,"(225,901)",-11 .6%
