Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”,Name: “Table 1 of 1 on page 73 of 82”
Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73,Table: 73
,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
FOREIGN LANGUAGE GRANT,FOREIGN LANGUAGE GRANT,FOREIGN LANGUAGE GRANT,1.5.90.1.61100 ....,,,,,,,,,PAGE 64
CODE,,BUDGET FUNCTION,,2007/2008,,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,-,$,"86,990",$,"86,990",$,,0.0%
1121,SALARIES - CARRYOVER,SALARIES - CARRYOVER,,$,-,$,88,$,-,$,(88),-100.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,-,$,-,$,"6,655",$,"6,655",0.0%
2210 VRS BENEFITS,2210 VRS BENEFITS,2210 VRS BENEFITS,,$,-,$,-,$,"4,624",$,"4,624",0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,-,$,-,$,"6,399",$,"6,399",0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,-,$,-,$,275,$,275,0.0%
2500,FRINGE,BENEFITS,,$,-,$,"11 ,931",,,$,"(1 1 ,931 )",-100.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,,$,-,$,-,$,362,$,362,0.0%
3000,CONTRACTUAL,CONTRACTUAL,,$,-,$,"5,670",$,"9,618",$,"3,948",69.6%
3001,OTHER,,,$,-,$,"10,960",$,"27,000",$,"16,040",146.4%
3002 TRAINING STIPEND,3002 TRAINING STIPEND,3002 TRAINING STIPEND,,$,-,$,"2,280",$,"6,000",$,"3,720",163.2%
5500,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,,$,-,$,"6,200",$,"13,400",$,"7,200",11 6.1%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,,$,-,$,"4,800",$,"10,900",$,"6,100",127.1%
,,,TOTAL,$,-,$,"128,919",$,"172,221",$,"43,302",33.6%
