Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”,Name: “Table 1 of 1 on page 45 of 82”
Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45,Table: 45
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
HIGH SCHOOL,-,GUIDANCE,1.0.32.1.6121 0 ...,,,,,,,,,PAGE 36
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCT IONAL SALARIES,INSTRUCT IONAL SALARIES,INSTRUCT IONAL SALARIES,$,"172,792",$,"182,968",$,"182,799",$,(169),-0.1%
1150,CLERICAL SALARIES,CLERICAL SALARIES,,$,"44,643",$,"47,953",$,"47,094",$,(859),-1.8%
2100,FICA BENEFITS,FICA BENEFITS,,$,"16,222",$,"17,665",$,"17,587",$,(79),-0.4%
2210,VRS BENEFITS,VRS BENEFITS,,$,"33,330",$,"31,890",$,"31,748",$,(142),-0.4%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"12,987",$,"14,141",$,"18,198",$,"4,057",28.7%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"2,135",$,"1,894",$,"1,885",$,(8),-0.4%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"2,216",$,"2,494",$,"2,483",$,(11),-0.4%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"8,081",$,"9,525",$,"9,049",$,(476),-5.0%
6010,COURSE DESCRIPTION BOOK,COURSE DESCRIPTION BOOK,COURSE DESCRIPTION BOOK,$,-,$,"2,700",$,"2,565",$,(135),-5.0%
,,TOTAL,TOTAL,$,"292,406",$,"311,230",$,"313,408",$,"2,1 78",0.7%
