Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”,Name: “Table 1 of 1 on page 27 of 82”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,MEDIA,1.0.22.1.61320 ...,,,,,,,,PAGE18
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"52,839",$,"54,342",$,"54,342",$,,0.0%
1150,AIDES SALARIES,AIDES SALARIES,,$,"16,347",$,"16,837",$,"16,837",$,,0.0%
2100,FICA BENEFITS,,,$,"5,315",$,"5,445",$,"5,446",$,1,0.0%
2210,VRS BENEFITS,,,$,"10,597",$,"9,830",$,"9,830",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"1,709",$,"1,843",$,"7,596",$,"5,753",312.2%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,679,$,584,$,584,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,679,$,769,$,769,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"3,696",$,"5,000",$,"4,750",$,(250),-5.0%
,,TOTAL,TOTAL,$,"91,861",$,"94,649",$,"100,153",$,"5,504",5.8%
