Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”,Name: “Table 1 of 1 on page 19 of 82”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
PRIMARY SCHOOL,-,MEDIA,1.0.21.1 .61320 ...,,,,,,,,,PAGE10
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"40,620",$,"41,757",$,"41 ,757",$,,0.0%
1150,AIDES SALARIES,AIDES SALARIES,,$,"14,300",$,"14,729",$,"14,729",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"3,992",$,"4,321",$,"4,322",$,1,0.0%
2210,VRS BENEFITS,VRS BENEFITS,,$,"8,320",$,"7,801",$,"7,801",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"5,902",$,"6,035",$,"6,399",$,364,6.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,533,$,463,$,464,$,1,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,577,$,610,$,611,$,1,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"3,237",$,"4,175",$,"3,966",$,(209),-5.0%
,,TOTALS,TOTALS,$,"77,480",$,"79,891",$,"80,049",$,158,0.2%
