Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”,Name: “Table 1 of 1 on page 23 of 82”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,
PRIMARY SCHOOL,-,OTHER,1.0.21.5.611 00 ...,,,,,,,,,PAGE14
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"102,190",$,"105,092",$,"105,092",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"7,803",$,"8,040",$,"8,040",$,,0.0%
221 0,VRS BENEFITS,VRS BENEFITS,,$,"15,480",$,"14,514",$,"14,514",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"2,061",$,"1,835",$,"1,835",$,,0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,991,$,862,$,862,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"1,073",$,1 '135,$,1 '135,$,,0.0%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,,$,-,$,-,$,-,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,355,$,920,$,874,$,(46),-5.0%
,,TOTALS,,$,"129,954",$,"132,397",$,"132,351",$,(46),0.0%
,TOTAL PRIMARY,TOTAL PRIMARY,,$,"2,891 ,417",$,"2,958,233",$,"2,702,485",,,-8.6%
,ELEM. HOMEBOUND,ELEM. HOMEBOUND,,$,"6,007",$,"6,091",$,"6,091",,,0.0%
,,,TOTALS,$,"2,897,424",$,"2,964,324",$,"2,708,576",,,-8.6%
