Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”,Name: “Table 1 of 1 on page 43 of 82”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
MIDDLE SCHOOL,-,GIFTED & TALENTED,1.0.31.4.611 00 ...,,,,,,,,PAGE 34
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,374",$,"38,495",$,"38,495",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"2,865",$,"2,945",$,"2,945",$,,0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"5,662",$,"5,316",$,"5,316",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,830,$,"2,013",$,872,$,"(1,141)",-56.7%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,363,$,316,$,316,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,392,$,416,$,416,$,,0.0%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,273,$,400,$,400,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,292,$,920,$,874,$,(46),-5.0%
,,TOTAL,$,"48,050",$,"50,820",$,"49,633",$,(1 ' 187),-2.3%
,,,$,"3,395,103",,,$,"3,244,748",,,-6.3%
,,,$,"8,876",,,$,"9,546",,,-10.1%
,,,$,"3,403,979",,,$,"3,254,294",,,-6.3%
