Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”,Name: “Table 1 of 1 on page 12 of 82”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009/2010 BUDGET,2009/2010 BUDGET,2009/2010 BUDGET,2009/2010 BUDGET,,,,,
,,,,,,,,,,,,PAGE 3
CODE,FEDERAL REVENUE,,2007/2008,,2008/2009,,2008/2009,,2009/2010,+INCREASE,+INCREASE,
,BUDGET FUNCTION,,RECEIVED,,ESTIMATED,,REVISED,,PROJECTED,(-DECREASE),(-DECREASE),
1 0.553,SCHOOL FOOD BREAKFAST,$,"19,166",$,"22,500",$,"22,500",$,"22,500",$,,0.00%
1 0.555 SCHOOL FOOD PROGRAM,1 0.555 SCHOOL FOOD PROGRAM,$,"106,270",$,"122,000",$,"122,000",$,"122,000",$,,0.00%
84.010 P.L. 89-10 - TITLE I,84.010 P.L. 89-10 - TITLE I,$,"75,119",$,"73,700",$,61 '144,$,"61,144",$,,0.00%
84.011,TITLE I - DISTINGUISHED SCHOOL,$,"2,523",$,,$,"3,496",$,,$,"(3,496)",-100.00%
84.027 P.L. 105-17 - TITLE VI-B,84.027 P.L. 105-17 - TITLE VI-B,$,"252,823",$,"380,412",$,"405,158",$,"391,320",$,"(13,838)",-3.42%
,TITLE VI-B CARRYOVER,$,,$,,$,"131,372",$,"132,653",$,"1,281",0.98%
84 0271,SLIVER GRANT,$,,$,,$,,$,,$,,0.00%
,SLIVER GRANT CARRYOVER,$,,$,,$,,$,,$,,0.00%
84.0272 ASSISTIVE TECHNOLOGY,84.0272 ASSISTIVE TECHNOLOGY,$,,$,,$,,$,,$,,0.00%
84.0481,CARL PERKINS I DISADV. HANDICAP,$,"12,024",$,"17,995",$,"16,002",$,"16,002",$,,0.00%
84.173 PRESCHOOL HANDICAPPED GRANT,84.173 PRESCHOOL HANDICAPPED GRANT,$,"5,638",$,"12,241",$,"11,995",$,"11,995",$,,0.00%
,PRESCHOOL GRANT CARRYOVER,$,,$,,$,"6,841",$,,$,"(6,841)",-100.00%
,PRESCHOOL GRANT 2004/2006,$,,$,,$,,$,,$,,0.00%
84.186 DRUG FREE SCHOOLS,84.186 DRUG FREE SCHOOLS,$,557,$,"5,126",$,"4,168",$,"4,168",$,,0.00%
,DRUG FREE CARRYOVER,$,,$,,$,"3,707",$,,$,"(3,707)",-100.00%
84.196 MCKINNEY-VENTO HOMELESS,84.196 MCKINNEY-VENTO HOMELESS,$,,$,,$,"3,182",$,,$,"(3,182)",-100.00%
84.367 TITLE II - A,84.367 TITLE II - A,$,"35,926",$,"51 ,454",$,"50,776",$,"50,776",$,,0.00%
,TITLE II CARRYOVER,$,"1,955",$,,$,"13,518",$,,$,"(13,518)",-100.00%
84.282 TITLE II - D,84.282 TITLE II - D,$,,$,"1,307",$,"1,238",$,"1,238",$,,0.00%
,TITLE II - D CARRYOVER,$,,$,,$,,$,,$,,0.00%
"84.293 FOREIGN LANGUAGE ""FLAP"" GRANT","84.293 FOREIGN LANGUAGE ""FLAP"" GRANT",$,"81,295",$,,$,"128,831",$,"172,221",$,"43,390",33.68%
,FLAP GRANT CARRYOVER,$,,$,,$,88,$,,$,(88),-100.00%
84.298 TITLE V,,$,"2,616",$,,$,,$,,$,,0.00%
,TITLE V - CARRYOVER,$,,$,,$,,$,,$,,0.00%
84.369 CALCULATOR GRANT,84.369 CALCULATOR GRANT,$,"1,460",$,,$,,$,,$,,0.00%
84.841,P.L. 874 -IMPACT AID,$,"201,470",$,"125,000",$,"103,432",$,"105,000",$,"1,568",1.52%
,P.L. 874- IMPACT AID - Previous Fisca,$,,$,,$,"29,146",$,,$,"(29, 146)",-100.00%
84.372,LONGITUDINAL SYSTEMS EXPAN.,$,,$,,$,,$,,$,,0.00%
84.330 AP GRANT,84.330 AP GRANT,$,,$,,$,,$,,$,,0.00%
,TOTAL FEDERAL FUNDS,$,"798,841",$,"811,735",$,"1 '118,594",$,"1,091,017",$,"(27,577)",-2.47%
,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,,,,,,,,,
7/28/2009,1:16 PM,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,,,,,,,
