Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”,Name: “Table 1 of 1 on page 26 of 82”
Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26,Table: 26
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,SOCIAL WORKER,1.0.22.1.61220 ...,1.0.22.1.61220 ...,,,,,,,PAGE17
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1110,SOCIAL WORKER SALARIES,SOCIAL WORKER SALARIES,SOCIAL WORKER SALARIES,$,"32,410",$,"33,382",$,"33,326",$,(56),-0.2%
2100,FICA BENEFITS,,,$,"2,381",$,"2,554",$,"2,550",$,(4),-0.1%
2210,VRS BENEFITS,,,$,"4,981",$,"4,610",$,"4,603",$,(7),-0.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,608",$,"5,088",$,"5,040",$,(48),-0.9%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,319,$,274,$,274,$,0,0.1%
2750,RETIREE HEALTHCARE CREDIT,RETIREE HEALTHCARE CREDIT,RETIREE HEALTHCARE CREDIT,$,311,$,361,$,360,$,(1),0.0%
,,TOTAL,TOTAL,$,"45,011",$,"46,268",$,"46,153",$,(115),-0.2%
