Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”,Name: “Table 1 of 1 on page 71 of 82”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
CHAPTER VI-B,-,SPECIAL EDUCATION,1.3.20.2.61.100 .. ...,1.3.20.2.61.100 .. ...,,,,,,,,PAGE 62
CODE,,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,,$,"174,349",$,"271,574",$,"218,213",$,"(53,361)",-19.6%
1121,SALARIES -CARRYOVER,SALARIES -CARRYOVER,,$,"11 5,986",$,"131,372",$,"134,137",$,"2,765",0.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,-,$,"20,775",$,"16,693",$,"(4, 082)",-19.6%
2210,VRS BENEFITS,VRS BENEFITS,,$,-,$,"37,504",$,"30,135",$,"(7, 369)",-19.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,768,$,-,$,"21 ,843",$,"21 ,843",0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,-,$,"2,227",$,"1,789",$,(438),-19.6%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,,$,"1,367",$,"4 ,352",$,"2,357",$,"(1 ,995)",-45.8%
3000,PURCHASE SERVICES,PURCHASE SERVICES,,$,81 '1 03,$,"61,935",$,"93,514",$,"31 ,579",51.0%
3001,PURCHASE SERV - CARRYOVER,PURCHASE SERV - CARRYOVER,,$,"17,984",$,-,$,-,$,,0.0%
3010 AUTISM GRANT,3010 AUTISM GRANT,3010 AUTISM GRANT,,$,-,$,-,$,-,$,,0.0%
3020,SLIVER GRANT,SLIVER GRANT,,$,-,$,-,$,-,$,,0.0%
3021,SLIVER GRANT- CARRYOVER,SLIVER GRANT- CARRYOVER,,$,-,$,,$,-,$,,0.0%
5000,SLIVER GRANT - OTHER CHARGES,SLIVER GRANT - OTHER CHARGES,SLIVER GRANT - OTHER CHARGES,$,-,$,-,$,-,$,,0.0%
5001,SLIVER GRANT - OTHER - C/0,SLIVER GRANT - OTHER - C/0,,$,-,$,-,$,-,$,,0.0%
5800,VI-B MISCELLANEOUS,VI-B MISCELLANEOUS,,$,-,$,"5,295",$,-,$,"(5,295)",-100.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,,$,"2,662",$,"1,495",$,"6,776",$,"5,281",353.2%
6001,MATERIALS - CARRYOVER,MATERIALS - CARRYOVER,,$,375,$,-,$,-,$,,0.0%
6005,SLIVER GRANT SUPPLIES,SLIVER GRANT SUPPLIES,,$,-,$,-,$,-,$,,0.0%
6006,SLIVER GRANT SUPPLIES - C/0,SLIVER GRANT SUPPLIES - C/0,,$,-,$,,$,-,$,,0.0%
8000,CAPITAL OUTLAY,CAPITAL OUTLAY,,$,-,$,-,$,-,$,,0.0%
8001,CAPITAL OUTLAY-CARRYOVER,CAPITAL OUTLAY-CARRYOVER,,$,-,$,-,$,-,$,,0.0%
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,,$,-,$,-,$,-,$,,0.0%
9000,SLIVER- PARENTAL INVOLVEMNT,SLIVER- PARENTAL INVOLVEMNT,SLIVER- PARENTAL INVOLVEMNT,$,-,$,,$,-,$,,0.0%
9001,SLIVER- PARENTAL I NV. - C/0,SLIVER- PARENTAL I NV. - C/0,,$,-,$,-,$,-,$,,0.0%
9002,VI-B PARENTAL INVOLVMENT,VI-B PARENTAL INVOLVMENT,,$,-,$,-,$,-,$,,0.0%
,,,TOTAL,$,"394,594",$,"536,530",$,"525,457",$,"(11,072)",-2.1%
