Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”,Name: “Table 1 of 1 on page 31 of 82”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,OTHER,1.0.22.5.61100 .. .,,,,,,,,PAGE 22
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"19,014",$,"19,584",$,"27,068",$,"7,484",38 .2%
2100,FICA BENEFITS,,,$,"1,455",$,"1,498",$,"2,071",$,573,38.2%
221 0,VRS BENEFITS,,,$,-,$,"2,705",$,"3,739",$,"1,034",38.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,-,$,-,$,-,$,,0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,-,$,161,$,222,$,61,38.2%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,-,$,212,$,293,$,81,38.5%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,37,$,"1,425",$,"1,354",$,(71),-5.0%
,,TOTAL,TOTAL,$,"20,506",$,"25,584",$,"34,747",$,"9,163",35.8%
