Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”,Name: “Table 1 of 1 on page 54 of 82”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,SECONDARY PSYCHOLOGICAL SERVICES,SECONDARY PSYCHOLOGICAL SERVICES,SECONDARY PSYCHOLOGICAL SERVICES,1.0.33.1.62230 .....,1.0.33.1.62230 .....,1.0.33.1.62230 .....,,,,PAGE45
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1132,SCHOOL PSYCHOLOGIST,SCHOOL PSYCHOLOGIST,,$,"24,003",$,"24,593",$,"46,941",$,"22,348",90.9%
2100,FICA BENEFITS,,,$,"1,804",$,"1,881",$,"3,591",$,"1,710",90.9%
2210,VRS BENEFITS,,,$,"3,689",$,"3,396",$,"6,483",$,"3,086",90.9%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"2,304",$,"5,038",$,436,$,"(4,602)",-91.3%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,236,$,202,$,385,$,183,90.9%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,,$,230,$,266,$,507,$,241,90.9%
,,,TOTAL,$,"32,267",$,"35,376",$,"58,342",$,"22,966",64.9%
