Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”,Name: “Table 1 of 1 on page 75 of 82”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,,,,,,
PRE5cfj'bbEH.AND1¢.AF'f>E[),PRE5cfj'bbEH.AND1¢.AF'f>E[),1.7.2.1:1':$11dq :':!;';~,,,,,,,,,PAGE 66
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,-,$,-,$,-,$,,0.0%
2100,FICA BENEFITS,,$,-,$,-,$,-,$,,0.0%
3000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"11,038",$,"11,995",$,"11,995",,,0.0%
3001,MATERIALS I SUPPLIES CARRYOVER,MATERIALS I SUPPLIES CARRYOVER,$,"2,535",$,"6,841",$,-,$,"(6,841)",-100.0%
,,TOTAL,$,"13,573",$,"18,836",$,"11,995",$,"(6,841)",-36.3%
