Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”,Name: “Table 1 of 1 on page 60 of 82”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
TRANSPORTATION,1.0.90.0.631 00 .....,,,,,,,,,PAGE 51
CODE,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1110 SUPERVISOR SALARY,,$,"6,427",$,"10,500",$,-,$,"(10, 500)",-100.0%
1160 BUS AIDES,,$,"38,263",$,"43,361",$,"21 ,204",$,"(22, 157)",-51.1%
1170 BUS DRIVERS SALARIES,,$,"419,857",$,"437,334",$,"434,834",$,"(2,500)",-0.6%
1171,AFTER SCHOOL REMEDIATION,$,595,$,"1,030",$,"1,030",$,,0.0%
2100,FICA BENEFITS,$,"35,138",$,"37,655",$,"34,966",$,"(2,690)",-7.1%
2210 VRS BENEFITS,,$,"44,666",$,"67,834",$,"76,797",$,"8,963",13.2%
2300,HEALTH BENEFITS,$,"40,942",$,"48,923",$,"48,923",$,,0.0%
2400,GROUP LIFE INSURANCE,$,"3,383",$,"4,028",$,"3,740",$,(288),-7.2%
2750,RETIREE HEALTH CARE CREDIT,$,"3,064",$,"44,160",$,"5,746",$,"(38,414)",-87.0%
3000,OTHER BENEFITS,$,1 '139,$,800,$,800,$,,0.0%
3800,SERV. OTHER GOV. ENTITIES,$,"306,906",$,"230,460",$,"204,960",$,"(25,500)",-11.1%
5300 TRANSP. INSURANCE,,$,"30,900",$,"30,900",$,"30,900",$,,0.0%
5500,PROFESSIONAL DEVELOPMENT,$,-,$,-,$,-,$,,0.0%
8200,BUS PURCHASES,$,-,$,"6,000",$,"6,000",$,,0.0%
,TOTAL,$,"931,279",$,"962,985",$,"869,899",$,"(93,086)",-9.7%
