Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”,Name: “Table 1 of 1 on page 68 of 82”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
CARL PERKINS,1.2.32.1.61100 .....,,,,,,,,,,PAGE 59
CODE,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
8203,CARL PERKINS,,$,"17,581",$,"17,995",$,"16,002",$,"(1,993)",-11.1%
8204,CARL PERKINS CARRYOVER,,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"17,581",$,"17,995",$,"16,002",$,"(1,993)",-11.1%
,TOTAL,CARL PERKINS,$,"17,581",$,"17,995",$,"16,002",$,"(1,993)",-11.1%
