Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”,Name: “Table 1 of 1 on page 49 of 82”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
HIGH SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.32.2.611 00 .....,1.0.32.2.611 00 .....,,,,,,PAGE 40
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"211,967",$,"257,408",$,"300,773",$,"43,365",16.8%
1151,AIDES SALARIES,AIDES SALARIES,$,"89,808",$,"78,178",$,"79,108",$,930,1.2%
2100,FICA BENEFITS,FICA BENEFITS,$,"22,003",$,"25,672",$,"29,061",$,"3,389",13.2%
2210 VRS BENEFITS,2210 VRS BENEFITS,2210 VRS BENEFITS,$,"45,731",$,"46,344",$,"52,462",$,"6,117",13.2%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"26,430",$,"23,540",$,"29,963",$,"6,423",27.3%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"2,928",$,"2,752",$,"3,115",$,363,13.2%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"3,170",$,"3,624",$,"4,103",$,478,13.2%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,-,$,"3,000",$,"3,000",$,,0.0%
3810 TUITION PAID INSTATE,3810 TUITION PAID INSTATE,3810 TUITION PAID INSTATE,$,-,$,"26,250",$,-,$,"(26,250)",-100.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,20,$,"1,000",$,950,$,(50),-5.0%
6005,JOB COACH MATERIALS,JOB COACH MATERIALS,$,840,$,"1,000",$,950,$,(50),-5.0%
6006,PRINT SHOP MATERIALS,PRINT SHOP MATERIALS,,,$,"1,400",$,"1,330",$,(70),0.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"141,999",$,"152,200",$,"82,921",$,"(69,279)",0.0%
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"544,896",$,"622,369",$,"587,735",$,"(34,634)",-5.6%
