Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”,Name: “Table 1 of 1 on page 18 of 82”
Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18,Table: 18
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
PRIMARY SCHOOL,-,GUIDANCE,1.0.21.1.61210 ...,,,,,,,,PAGES
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"59,515",$,"61,219",$,"61,219",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"4,509",$,"4,683",$,"4,684",$,1,0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"9,016",$,"8,454",$,"8,455",$,1,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,830,$,996,$,872,$,(124),-12.4%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,577,$,502,$,502,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,625,$,661,$,661,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,1 '1 01,$,"1,500",$,"1,425",$,(75),-5.0%
,,TOTAL,$,"76,174",$,"78,015",$,"77,818",$,(197),-0.3%
