Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”,Name: “Table 1 of 1 on page 32 of 82”
Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32,Table: 32
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
,ELEMENTARY PROGRAMS,1.0.23.1.611 00,1.0.23.1.611 00,,,,,,,PAGE 23
CODE,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1110 ADMINISTRATIVE SALARIES,1110 ADMINISTRATIVE SALARIES,$,"117,822",$,"122,218",$,"40,174",$,"(82,044)",-67.1%
1120 INST.SALARIES/READERS,1120 INST.SALARIES/READERS,$,"3,056",$,"4,500",$,"4,500",$,,0.0%
1150 CLERICAL SALARIES,1150 CLERICAL SALARIES,$,"40,000",$,"43,200",$,"43,200",$,,0.0%
1620 INSTRUCTIONAL STIPENDS,1620 INSTRUCTIONAL STIPENDS,$,-,$,"1,000",$,"1,000",$,,0.0%
2100,FICA BENEFITS,$,"11,593",$,"13,075",$,"6,799",$,"(6,276)",-48.0%
2210,VRS BENEFITS,$,"24,604",$,"22,844",$,"11 ,514",$,"(11 ,330)",-49.6%
2300,HEALTH BENEFITS,$,"14,892",$,"15,345",$,"10,080",$,"(5,265)",-34.3%
2400,GROUP LIFE INSURANCE,$,"1,578",$,"1,356",$,684,$,(673),-49.6%
2750,RETIREE HEALTH CARE CREDIT,$,"1,373",$,"1,787",$,900,$,(886),-49.6%
3001,STAFF DEVELOPMENT,$,-,$,750,$,750,$,,0.0%
5500,PROFESSIONAL DEVELOPMENT,$,-,$,500,$,460,$,(40),-8.0%
6000,MATERIALS,$,413,$,"2,000",$,"1,900",$,(100),-5.0%
6010,SELP TESTS FOR ESL STUDENTS,$,433,$,"4,000",$,"3,800",$,(200),-5.0%
6020,NEW TEXTBOOK ADOPTION,$,"61,508",$,"58,000",$,"37,1 00",$,"(20,900)",-36.0%
6025,REPLACEMENT I COMSUMABLES,$,"1,592",$,"25,000",$,"23,750",$,"(1 ,250)",-5.0%
,TOTAL,$,"278,865",$,"315,575",$,"186,611",$,"(128,964)",-40.9%
