Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”,Name: “Table 1 of 1 on page 36 of 82”
Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36,Table: 36
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
HOMEBOUND INSTRUCTION,HOMEBOUND INSTRUCTION,1.0.30.1.61230 ...,,,,,,,,,PAGE 27
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"8,245",$,"9,868",$,"8,868",$,"(1,000)",0.0%
2100,FICA BENEFITS,,$,631,$,755,$,678,$,(76),-10.1%
,,TOTAL,$,"8,876",$,"10,623",$,"9,546",$,"{1,077)",0.0%
