Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”,Name: “Table 1 of 1 on page 30 of 82”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GIFTED & TALENTED,,1.0.22.4.611 00 ...,,,,,,,PAGE 21
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,509",$,"38,430",$,"59,914",$,"21 ,484",55.9%
2100,FICA BENEFITS,,,$,"2,464",$,"2,940",$,"4,583",$,". 1,644",0.0%
2210,VRS BENEFITS,,,$,"5,657",$,"5,307",$,"8,275",$,"2,968",0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,". 5,882",$,"6,088",$,872,$,"(5,216)",-85.7%
2400,GROUP LI FE INSURANCE,GROUP LI FE INSURANCE,GROUP LI FE INSURANCE,$,362,$,315,$,492,$,177,56 .1%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,392,$,415,$,648,$,233,56.1%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,200,$,400,$,400,$,,0.0%
6000,MATERIALS & SUPPLI ES,MATERIALS & SUPPLI ES,MATERIALS & SUPPLI ES,$,1 '113,$,900,$,855,$,(45),-5.0%
,,TOTAL,TOTAL,$,"53,579",$,"54,795",$,"76,039",$,"21,244",38.8%
