Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”,Name: “Table 1 of 1 on page 51 of 82”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
HIGH SCHOOL,-,GIFTED & TALENTED,1.0.32.4.611 00 .....,,,,,,,,PAGE42
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"59,737",$,"62,101",$,"62,101",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"4,594",$,"4,751",$,"4,751",$,,0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"9,145",$,"8,576",$,"8,576",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"1,294",$,"2,200",$,"1,359",$,(841),-38.2%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,586,$,509,$,509,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,634,$,671,$,671,$,,0.0%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,321,$,400,$,400,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,795,$,800,$,760,$,(40),-5.0%
,,TOTAL,$,"77,105",$,"80,008",$,"79,127",$,(881),-1.1%
