Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”,Name: “Table 1 of 1 on page 22 of 82”
Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22,Table: 22
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
PRIMARY SCHOOL,-,GIFTED & TALENTED,1.0.21.4.611 00 ...,,,,,,,,PAGE13
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"37,269",$,"38,353",$,"39,934",$,"1,581",4.1 %
21 00,FICA BENEFITS,FICA BENEFITS,$,"2,853",$,"2,934",$,"3,055",$,121,4.1 %
2210,VRS BENEFITS,VRS BENEFITS,$,"5,646",$,"5,297",$,"5,515",$,218,4.1 %
2300,HEALTH MAl NT. BENEFITS,HEALTH MAl NT. BENEFITS,$,547,$,825,$,575,$,(250),-30.3%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,362,$,314,$,328,$,14,4.3%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,391,$,414,$,432,$,18,4.3%
3000,STAFF DEVELOPMENT,STAFF DEVELOPMENT,$,207,$,400,$,400,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,693,$,575,$,546,$,(29),-5.0%
,,TOTAL,$,"47,968",$,"49,112",$,"50,785",$,"1,673",3.4%
