Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”,Name: “Table 1 of 1 on page 10 of 82”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009/2010 BUDGET,2009/2010 BUDGET,2009/2010 BUDGET,,,,,,
,LOCAL REVENUE,LOCAL REVENUE,,,,,,,,,,,PAGE 1
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,,2008/2009,,2008/2009,,2009/2010,+INCREASE,+INCREASE,
,,,,RECEIVED,,ESTIMATED,,REVISED,,PROJECTED,(-DECREASE),(-DECREASE),%
1612020,DRIVER EDUCATION,DRIVER EDUCATION,$,,$,,,,$,,$,,0.00%
1612021,ATHLETIC PARTICIPATION,ATHLETIC PARTICIPATION,$,,$,,,,$,,$,,0 .00%
1612040,SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,$,"158,953",$,"262,511",$,"262,511",$,"170,000",$,"(92,511)",-35.24%
1899120,MISCELLANEOUS,MISCELLANEOUS,$,"5,349",$,"35,000",$,"35,000",$,"5,000",$,"(30,000)",-85.71%
1899121,IN-SCHOOL PAYROLL RECEIPTS,IN-SCHOOL PAYROLL RECEIPTS,$,"125,650",$,,$,"28,468",$,"28,468",$,0,0.00%
190011 0,E-RATE,,$,,$,,$,"13,565",$,"13,565",$,,0.00%
1899125,HURRICANE ISABEL,HURRICANE ISABEL,$,"1,473",$,,,,$,,$,,0.00%
51 05000,OPERATION,OPERATION,$,"8,274,000",$,"8,334,090",$,"8,334,090",$,"8,334,090",$,,0.00%
5105011,CITY OPERATIONS TRANSFER,CITY OPERATIONS TRANSFER,$,,$,,$,,$,"(300,000)",$,"(300,000)",- 100%
,TOTAL LOCAL FUNDS,TOTAL LOCAL FUNDS,$,"8,565,426",$,"8,631 ,601",$,"8,673,634",$,"8,251 ' 123",$,"(422,511)",-4.87%
,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,Revenue is based on a student enrollment of 2359,,,,,,,,,
,7/28/2009,1:16 PM,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,2009-2010 Budget Revenue _Adopted 3_23_09_Rev3.xls,,,,,,,
