Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”,Name: “Table 1 of 1 on page 35 of 82”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,-,ELEMENTARY.SPEECH I AUDIOLOGY,ELEMENTARY.SPEECH I AUDIOLOGY,ELEMENTARY.SPEECH I AUDIOLOGY,1.0.23.1.62240 .....,1.0.23.1.62240 .....,,,,,PAGE 26
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1130,SPEECH THERAPIST,SPEECH THERAPIST,,$,"25,548",$,"26,273",$,"46,136",$,"19,863",75.6%
2100,FICA BENEFITS,,,$,"1,960",$,"2,010",$,"3,529",$,"1,520",75.6%
2210,VRS BENEFITS,,,$,"3,870",$,"3,628",$,"6,371",$,"2,743",75.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,415,$,1 '100,$,-,$,"(1 ,1 00)",-100.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,248,$,215,$,378,$,163,75.6%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,,$,268,$,284,$,498,$,215,75.6%
,,,TOTAL,$,"32,309",$,"33,510",$,"56,913",$,"23,403",69.8%
,TOTAL ELEMENTARY,TOTAL ELEMENTARY,,$,"2,673,997",$,"2,763,206",$,"2,644,556",$,"(118,650)",-4.3%
,ELEMENTARY PROGRAMS,ELEMENTARY PROGRAMS,,$,"278,865",$,"315,575",$,"186,611",$,"(128,964)",-40.9%
,ATTENDANCE & HEALTH,ATTENDANCE & HEALTH,,$,"164,076",$,"180,655",$,"220,007",$,"39,352",21 .8%
,,,TOTALS,$,"3,116,938",$,"3,259,436",$,"3,051,174",$,"(208,262)",-6.4%
