Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”,Name: “Table 1 of 1 on page 77 of 82”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
REMEDIAL SUMMER SCHOOL,REMEDIAL SUMMER SCHOOL,1.6.90.6.61100 .....,1.6.90.6.61100 .....,,,,,,,,PAGE 68
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,,$,"31,823",$,"39,183",$,"38,258",$,(925),-2.4%
,Transportation,,$,-,$,-,$,-,$,,0.0%
1120,"K,","1, 2, SUMMER SCHOOL CLASSES",$,-,$,-,$,-,$,,0.0%
2100,FICA BENEFITS,,$,"2,800",$,"3,000",$,"2,927",$,(73),-2.4%
6000,MATERIALS I SUPPLIES,,$,"1,638",$,"1,410",$,"1,410",$,,0.0%
,,TOTAL,$,"36,261",$,"43,593",$,"42,595",$,(998),-2.3%
