Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”,Name: “Table 1 of 1 on page 62 of 82”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,,,,,,
SCHOOL FOOD SERVICE,SCHOOL FOOD SERVICE,1.0.90.0.651 00 .....,,,,,,,,,PAGE 53
CODE,BUDGET FUNCTION,,,2007/2008,2008/2009,,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,,,PROJECTED,,(- DECREASE),%
1110,ADMINISTRATIVE SALARY,,$,-,$,-,$,-,$,,0.0%
1180,FOOD SERVICE SALARIES,,$,"152,623",$,"190,000",$,"129,009",$,"(60,991)",-32.1%
1181,SUBSTITUTE SALARIES,,$,-,$,-,$,-,$,,0.0%
2100,FICA BENEFITS,,$,"11,076",$,"14,535",$,"9,869",$,"(4,666)",-32.1%
2210,VRS BENEFITS,,$,"16,152",$,"28,291",$,"21,725",$,"(6,566)",-23.2%
2300,HEALTH BENEFITS,,$,"22,717",$,"36,660",$,"24,374",$,"(12,286)",-33.5%
2400,GROUP LIFE INSURANCE,,$,"1,223",$,"1,691",$,"1,148",$,(543),-32.1%
2750,RETIREE HEA LTH CARE CREDIT,,$,"1,1 35",,,$,"1,626",$,"1,626",100.0%
5800,MEAL REIMB. - OPERATION,,$,"101,403",$,"122,000",$,"122,000",$,,0.0%
5801,MEA REIMB. - BREAKFAST PROG.,MEA REIMB. - BREAKFAST PROG.,$,"19,166",$,"22,500",$,"22,500",$,,0.0%
8200,CAFETERIA EQUIPMENT REPAIR,,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"325,496",$,"415,677",$,"332,251",$,"(83,426)",-20.1%
