Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”,Name: “Table 1 of 1 on page 46 of 82”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,
HIGH SCHOOL,-,SOCIAL WORKER,1.0.32.1 .61220 ...,,,,,,,PAGE 37
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,(- DECREASE),%
111 0,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"32,410",$,"33,382",$,"33,382",$,0.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"2,493",$,"2,554",$,"2,554",$,0.0%
2210,VRS BENEFITS,VRS BENEFITS,$,"4,981",$,"4,610",$,"4,610",$,0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,319,$,274,$,274,$,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,311,$,361,$,361,$,0.0%
,,TOTAL,$,"40,515",$,"41,180",$,"41,180",$,0.0%
