Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”,Name: “Table 1 of 1 on page 74 of 82”
Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74,Table: 74
,,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,,
,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,,
IMPACT AID,IMPACT AID,VARIOUS ....... .,,,,,,,,,PAGE 65
CODE,,BUDGET FUNCTION,2007/2008,,2008/2009,,,2009/2010,,+INCREASE,
,,,ACTUAL,,APPROPRIATED,,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,,$,-,$,-,$,-,$,,0.0%
1120,"K,","1, 2, SUMMER SCHOOL CLASSES",$,-,$,-,$,-,$,,0.0%
3000,GENERAL INSTRUCTION,,$,-,$,"132,577",$,"105,000",$,"(27,577)",-20.8%
6000,MATERIALS I SUPPLIES,,$,-,$,-,$,,$,,0.0%
,,TOTAL,$,-,$,"132,577",$,"105,000",$,"(27,577)",-20.8%
