Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”,Name: “Table 1 of 1 on page 56 of 82”
Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56,Table: 56
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ADULT EDUCATION,ADULT EDUCATION,1.0.90.7.61100,,,,,,,,,PAGE47
CODE,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120,INSTRUCTIONAL SALARIES,,$,"4,598",$,"8,252",$,"8,252",$,,0.0%
21 00,FICA BENEFITS,,$,352,$,632,$,632,$,,0.0%
6000,MATERIALS I SUPPLIES,,$,214,$,"1,000",$,950,$,(50),-5.0%
,,TOTAL,$,"5,164",$,"9,884",$,"9,834",$,(50),-0.5%
,TOTAL HIGH SCHOOL,,$,"5,776,307",$,"5,988,021",$,"5,690,753",$,"(297,268)",-5.0%
,SECONDARY PROGRAMS,,$,"379,296",$,"394,577",$,"231 ,739",$,"(162,837)",-41.3%
,ADULT EDUCATION,,$,"5,164",$,"9,884",$,"9,834",$,(50),-0.5%
,ATTENDANCE & HEALTH,,$,"164,076",$,"177,309",$,"223,934",$,"46,625",26.3%
,,TOTALS,$,"6,324,843",$,"6,569,791",$,"6,156,261",$,"(460,155)",-7.0%
