Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”,Name: “Table 1 of 1 on page 25 of 82”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,GUIDANCE,1.0.22.1.6121 0 ...,,,,,,,,PAGE16
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"40,373",$,"41,502",$,"41,502",$,,0.0%
2100,FICA BENEFITS,,,$,"3,091",$,"3,175",$,"3,175",$,-,0.0%
2210,VRS BENEFITS,,,$,"6,116",$,"5,732",$,"5,732",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,905,$,575,$,575,$,,0.0%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,392,$,341,$,341,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,424,$,449,$,449,$,,0.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,914,$,"1,260",$,1 ' 197,$,(63),-5.0%
,,TOTAL,TOTAL,$,"52,213",$,"53,034",$,"52,971",$,(63),-0.1%
