Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”,Name: “Table 1 of 1 on page 41 of 82”
Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41,Table: 41
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009 - 2010 BUDGET,2009 - 2010 BUDGET,2009 - 2010 BUDGET,,,,,
MIDDLE SCHOOL,-,SPECIAL CLASSROOM INSTRUCTION,SPECIAL CLASSROOM INSTRUCTION,1.0.31 .2.611 00 ...,1.0.31 .2.611 00 ...,1.0.31 .2.611 00 ...,,,,,PAGE 32
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,1120 INSTRUCTIONAL SALARIES,$,"183,661",$,"188,844",$,"190,797",$,"1,953",1.0%
11 51,AIDES SALARIES,AIDES SALARIES,$,"59,552",$,"78,941",$,"61,578",$,"(1 7,363)",-22.0%
2100,FICA BENEFITS,FICA BENEFITS,$,"17,147",$,"20,486",$,"19,307",$,"(1,179)",-5.8%
2210 VRS BENEFITS,2210 VRS BENEFITS,2210 VRS BENEFITS,$,"36,878",$,"36,981",$,"34,853",$,"{2, 128)",-5.8%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,24;498,$,"29,700",$,"22,949",$,"(6,751)",-22.7%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"2,362",$,"2,196",$,"2,069",$,(126),-5.8%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"2,556",$,"2,892",$,"2,726",$,(1 66),-5.8%
3000,PURCHASE/RELATED SERV.,PURCHASE/RELATED SERV.,$,"11,700",$,"12,700",$,11 '700,$,"{1,000)",-7.9%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"1,318",$,"1,840",$,"1,748",$,(92),-5.0%
7000,JOINT OPERATIONS/NEW HORIZONS,JOINT OPERATIONS/NEW HORIZONS,$,"65,699",$,-,$,-,$,,0.0%
8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,8200 ASSISTIVE TECHNOLOGY,$,-,$,-,$,-,$,,0.0%
,,TOTAL,$,"405,369",$,"374,580",$,"347,727",$,"(26,853)",-7.2%
