Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”,Name: “Table 1 of 1 on page 55 of 82”
Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55,Table: 55
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ATIENDANCE & HEALTH,ATIENDANCE & HEALTH,-,SECONDARY,SPEECH I AUDIOLOGY,SPEECH I AUDIOLOGY,1.0.33.1.62240 .....,1.0.33.1.62240 .....,,,,,PAGE 46
CODE,BUDGET FUNCTION,BUDGET FUNCTION,,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1130,SPEECH THERAPIST,SPEECH THERAPIST,,$,"25,548",$,"26,273",$,"46,136",$,"19,863",75.6%
2100,FICA BENEFITS,,,$,"1,960",$,"2,010",$,"3,529",$,"1,520",75.6%
2210,VRS BENEFITS,,,$,"3,870",$,"3,628",$,"6,371",$,"2,743",75.6%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,415,$,1'100,$,"5,912",$,"4,812",437.5%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,,$,248,$,215,$,378,$,163,75 .6%
2750,RETIREE HEALTH CARE CRED IT,RETIREE HEALTH CARE CRED IT,,$,268,$,284,$,498,$,215,75.6%
,,,TOTAL,$,"32,309",$,"33,510",$,"62,825",$,"29,315",87.5%
