Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”,Name: “Table 1 of 1 on page 47 of 82”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,
HIGH SCHOOL,-,MEDIA,1.0.32.1.61320 .....,,,,,,,,,PAGE 38
CODE,,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"48,567",$,"49,942",$,"49,942",$,,0.0%
1150,AIDES SALARIES,AIDES SALARIES,,$,"17,370",$,"17,891",$,"17,891",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"4,988",$,"5,189",$,"5,189",$,,0.0%
2210,VRS BENEFITS,VRS BENEFITS,,$,"9,988",$,"9,368",$,"9,368",$,,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,HEALTH BENEFITS,$,"4,982",$,"6,600",$,"5,433",$,"(1 ,167)",-17.7%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,640,$,556,$,556,$,,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,692,$,733,$,733,$,,0.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"4,185",$,"6,000",$,"5,700",$,(300),-5.0%
,,TOTAL,TOTAL,$,"91,412",$,"96,279",$,"94,812",$,"(1 ,467)",-1.5%
