Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”,Name: “Table 1 of 1 on page 50 of 82”
Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50,Table: 50
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009- 2010 BUDGET,2009- 2010 BUDGET,2009- 2010 BUDGET,,,,,
HIGH SCHOOL,-,VOCATIONAL INSTRUCTION,1.0.32.3.611 00 .....,1.0.32.3.611 00 .....,,,,,,,PAGE 41
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"329,948",$,"335,716",$,"344,058",$,"8,342",2.5%
2100,FICA BENEFITS,FICA BENEFITS,$,"24,810",$,"25,682",$,"26,320",$,638,2.5%
221'0,VRS BENEFITS,VRS BENEFITS,$,"50,279",$,"46,362",$,"47,514",$,1 '152,2.5%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"18,075",$,"22,000",$,"19,726",$,"(2,274)",-10.3%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"3,221",$,"2,753",$,"2,821",$,68,2.5%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"3,346",$,"3,626",$,"3,716",$,90,2.5%
5500,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,$,"1,718",$,"1,700",$,"1,564",$,(1 36),-8.0%
6000,MATERIALS I SUPPLIES,MATERIALS I SUPPLIES,$,"9,065",$,"12,000",$,"11 ,400",$,(600),-5.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,118,$,500,$,475,$,(25),-5.0%
8201,C & T OTHER EQUIPMENT COST,C & T OTHER EQUIPMENT COST,$,"12,1 54",$,"12,154",$,"12,154",$,,0.0%
,,TOTAL,$,"452,732",$,"462,493",$,"469,749",$,"7,256",1.6%
