Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”,Name: “Table 1 of 1 on page 48 of 82”
Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48,Table: 48
,,,,,,,,,,,
,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
HIGH SCHOOL,-,OFFICE OF THE PRINCIPAL,1.0.32.1.61410 .....,1.0.32.1.61410 .....,,,,,,,PAGE 39
CODE,,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(- DECREASE),%
1126,PRINCIPAL'S SALARY,PRINCIPAL'S SALARY,$,"85,751",$,"88,203",$,"88,203",$,,0.0%
1127,ASST. PRINCIPALS SALARIES,ASST. PRINCIPALS SALARIES,$,"182,232",$,"124,450",$,"124,450",$,,0.0%
11 50,CLERICAL SALARIES,CLERICAL SALARIES,$,"73,219",$,"75,416",$,"74,120",$,"(1 ,296)",-1.7%
2100,FICA BENEFITS,FICA BENEFITS,$,"25,975",$,"22,037",$,"21,938",$,(99),-0.4%
2210,VRS BENEFITS,VRS BENEFITS,$,"52,791",$,"39,782",$,39.603,$,(179),-0.4%
2300,HEALTH BENEFITS,HEALTH BENEFITS,$,"33,168",$,"17,600",$,"29,869",$,"12,269",69.7%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"3,385",$,"2,362",$,"2,352",$,(11),-0.4%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"3,132",$,"2,159",$,"2,145",$,(14),-0.6%
,,TOTAL,$,"459,653",$,"372,009",$,"382,680",$,"10,670",2.9%
