Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”,Name: “Table 1 of 1 on page 78 of 82”
Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78,Table: 78
,,,,,,,,,,
,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
STATE TECHNOLOGY GRANT 1.0.90.9.68305,STATE TECHNOLOGY GRANT 1.0.90.9.68305,,,,,,,,,PAGE 69
CODE,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
3000,PURCH SERV/INTERNET ACCESS,$,"6,000",$,"6,000",$,"6,000",$,,0.0%
3002,CARRY-OVER INTERNET ACCESS,$,-,$,-,$,-,$,,0.0%
6000,TECH SUPPLIES/OTHER USE FUNDS,$,10,$,10,$,10,$,,0.0%
6002,CARRY-OVER OTHER USE FUNDS,$,-,$,-,$,-,$,,0.0%
6040,TECH SOFTWARE/INSTRUCT/REMED,$,"2,479",$,"8,819",$,"8,819",$,,0.0%
6042,TECH.SOFTWARE-CARRY-OVER,$,-,$,-,$,-,$,,0.0%
6050,PROFESSIONAL DEVELOPMENT,$,"4,598",$,"7,700",$,"7,700",$,,0.0%
6052,PROF. DEVELOP. CARRYOVER,$,-,$,-,$,-,$,,0.0%
6053,REQUIRED LOCAL MATCH,$,"23,1 00",$,"23,100",$,"23,100",$,,0.0%
6054,LOCAL MATCH CARRYOVER,$,-,$,-,$,-,$,,0.0%
8300,HARDWARE,$,"53,932",$,"135,273",$,"135,273",$,,0.0%
8302,HARDWARE-CARRY-OVER,$,-,$,-,$,-,$,,0.0%
8400,LAN CAPABILITY,$,"3,898",$,"3,898",$,"3,898",$,,0.0%
8402,LAN CAPABILITY -CARRY-OVER,$,-,$,-,$,-,$,,0.0%
,TOTAL,$,"94,017",$,"184,800",$,"184,800",$,-,0.0%
,TOTAL FEDERAL GRANTS,$,"768,689",$,"1,118,594",$,"1,091 ,017",$,"(31 ,286",-2.8%
,TOTAL STATE GRANTS,$,"94,017",$,"184,800",$,"184,800",$,-,
,REMEDIAL SUMMER SCHOOL,$,"36,261",$,"43,593",$,"42,595",$,(998),-2.3%
,TOTALS,$,"898,967",$,"1,346,987",$,"1,318,412",$,"(28,575)",-2.1%
