Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”,Name: “Table 1 of 1 on page 24 of 82”
Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24,Table: 24
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
ELEMENTARY SCHOOL,ELEMENTARY SCHOOL,-,INSTRUCTION,1.0.22.1.611 00 ...,,,,,,,,PAGE15
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,INSTRUCTIONAL SALARI ES,$,"1,206,372",$,"1,261,235",$,"1,101,617",$,"(159,618)",-12.7%
1123 AFTER SCHOOL REMEDIATION,1123 AFTER SCHOOL REMEDIATION,1123 AFTER SCHOOL REMEDIATION,1123 AFTER SCHOOL REMEDIATION,$,"2,574",$,-,$,-,$,,0.0%
1151,INSTRUCTIONAL AID ES,INSTRUCTIONAL AID ES,INSTRUCTIONAL AID ES,$,"58,617",$,"57,412",$,"46,310",$,"(11,102)",-19.3%
1520,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,SUBSTITUTE SALARIES,$,"31,288",$,"44,500",$,"41,500",$,"(3,000)",-6.7%
1620,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,SOL RESOURCE STIPEND,$,-,$,-,$,-,$,,0.0%
2100,FICA BENEFITS,,,$,"102,811",$,"106,434",$,"90,991",$,"(15,443)",-14.5%
2210,VRS BENEFITS,,,$,"199,451",$,"185,992",$,"160,029",$,"(25,963)",-14.0%
2300,HEALTH BEN EFITS,HEALTH BEN EFITS,HEALTH BEN EFITS,$,"101,328",$,"95,325",$,"70,426",$,"(24,899)",-26.1%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,"12,776",$,"11,044",$,"9,465",$,"(1,579)",-14.3%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,"13,651",$,"14,545",$,"12,466",$,"(2,079)",-14.3%
3000,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,OTHER INSTRUCTIONAL COST,$,"4,538",$,"4,060",$,"4,060",$,,0.0%
3001,PURCHASE SERVICES,PURCHASE SERVICES,PURCHASE SERVICES,$,-,$,-,$,-,$,,0.0%
5500,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,PROFESSIONAL DEVELOPMENT,$,"3,150",$,"3,000",$,"2,760",$,(240),-8.0%
6000,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,MATERIALS & SUPPLIES,$,"25,152",$,"15,500",$,"14,725",$,(775),-5.0%
6001,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,SPANISH CURRICULAR FOR 5th GR.,$,-,$,-,$,-,$,,0.0%
6003,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,AFTER SCHOOL REMEDIATION,$,-,$,-,$,-,$,,0.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,"11,818",$,"2,800",$,"2,660",$,(140),-5.0%
8201,OTHER USE OF FUNDS,OTHER USE OF FUNDS,OTHER USE OF FUNDS,$,-,$,"2,420",$,"2,299",$,(121),-5.0%
9002,EOY OTHER USE OF FUNDS,EOY OTHER USE OF FUNDS,EOY OTHER USE OF FUNDS,$,-,$,-,$,-,$,,0.0%
,TOTAL,TOTAL,TOTAL,$,"1,773,525",$,"1,804,267",$,"1,559,308",$,"(244,959)",-13.6%
