Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”,Name: “Table 1 of 1 on page 39 of 82”
Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39,Table: 39
,,,,,,,,,,,,
,,,,,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,POQUOSON CITY SCHOOLS,,,,,
,,,,,2009-2010 BUDGET,2009-2010 BUDGET,2009-2010 BUDGET,,,,,
MIDDLE SCHOOL,-,MEDIA,1.0.31.1.61320 ...,,,,,,,,,PAGE 30
CODE,BUDGET FUNCTION,BUDGET FUNCTION,BUDGET FUNCTION,,2007/2008,2008/2009,2008/2009,,2009/2010,,+INCREASE,
,,,,,ACTUAL,APPROPRIATED,APPROPRIATED,,PROJECTED,,(-DECREASE),%
1120,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,INSTRUCTIONAL SALARIES,$,"64,340",$,"66,188",$,"66,189",$,1,0.0%
1150,AIDES SALARY,AIDES SALARY,,$,"20,129",$,"22,107",$,"22,107",$,,0.0%
2100,FICA BENEFITS,FICA BENEFITS,,$,"6,407",$,"6,755",$,"6,755",$,0,0.0%
2210,VRS BENEFITS,VRS BENEFITS,,$,"12,998",$,"12,194",$,"12,194",$,0,0.0%
2300,HEALTH BENEFITS,HEALTH BENEFITS,,$,"5,902",$,"6,573",$,"6,399",$,(174),-2.6%
2400,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,GROUP LIFE INSURANCE,$,832,$,724,$,724,$,0,0.0%
2750,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,RETIREE HEALTH CARE CREDIT,$,901,$,954,$,954,$,0,0.0%
6000,MATERIALS/SUPPLI ES,MATERIALS/SUPPLI ES,MATERIALS/SUPPLI ES,$,"3,894",$,"5,405",$,"5,135",$,(270),-5.0%
8200,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,EQUIPMENT ADDITIONS,$,-,$,-,$,-,$,,0.0%
,,TOTAL,TOTAL,$,"115,403",$,"120,899",$,"120,456",$,(443),-0.4%
