Name: “Table 1 of 1 on page 5 of 24”,Name: “Table 1 of 1 on page 5 of 24”,Name: “Table 1 of 1 on page 5 of 24”,Name: “Table 1 of 1 on page 5 of 24”,Name: “Table 1 of 1 on page 5 of 24”,Name: “Table 1 of 1 on page 5 of 24”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,
,City of Portsmouth,City of Portsmouth,,,
,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,
,General Government,General Government,,,
,,FY 2012,FY 2013,FY 2013,FY 2014
Business Units,,Actual,Adopted,Amended,Adopted
City Assessor,,"734,222","803,351","803,351","841,142"
City Attorney,,"2,002,994","1,375,839","1,375,839","1,470,889"
City Auditor,,-,-,-,"121,698"
City Clerk,,"308,291","313,121","313,121","320,013"
City Council,,"280,954","320,245","420,245","328,497"
City Manager,,"712,990","966,284","966,284","868,629"
City Treasurer,,"1,756,414","1,778,015","1,778,015","1,894,172"
Civil Service Commission,,"33,046","86,680","86,680","97,180"
Commissioner of the Revenue,,"1,409,605","1,430,469","1,430,469","1,645,115"
Finance and Budget,,"1,742,949","1,799,965","1,799,965","1,889,501"
Finance and Budget - Health Insurance Fund,,"17,943,717","19,865,296","19,865,296","22,031,363"
Finance and Budget - Procurement,,"949,850","1,076,753","1,076,753","1,116,988"
Finance and Budget - Risk Management Fund,,"5,289,434","5,735,363","5,735,363","5,818,536"
Human Resource Management,,"854,213","1,060,685","1,260,685","1,130,171"
Information Technology,,"4,427,093","3,963,104","3,963,104","3,933,498"
Information Technology - Telecommunications,,"1,011,227","1,163,490","1,163,490","1,126,812"
Management and Legislative Affairs,,"339,771","404,312","404,312","400,036"
Marketing and Communications,,"1,566,907","1,665,697","1,665,697","1,639,793"
Registrar,,"518,961","567,575","567,575","556,573"
,Total Budget,"41,882,639","44,376,244","44,676,244","47,230,606"
,,FY 2012,FY 2013,FY 2013,FY 2014
Funding Sources,,Actual,Adopted,Amended,Adopted
100 General Fund,,"13,211,167","13,648,991","13,948,991","14,320,397"
810 Information Technology Fund,,"5,438,321","5,126,594","5,126,594","5,060,310"
820 Risk Management Fund,,"5,289,434","5,735,363","5,735,363","5,818,536"
830 Health Insurance Fund,,"17,943,717","19,865,296","19,865,296","22,031,363"
,Total Funding,"41,882,639","44,376,244","44,676,244","47,230,606"
Fiscal Year 2014,5 - 5,,,General Government,General Government
