Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”,Name: “Table 1 of 1 on page 8 of 15”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,
,,,,,,
,,,,,,
,,,,,MANAGER’S	MESSAGE,
,,,,,,
,,,,,,
"Altogether, these changes still represent a tax-break for the average resident. Assuming the","Altogether, these changes still represent a tax-break for the average resident. Assuming the","Altogether, these changes still represent a tax-break for the average resident. Assuming the","Altogether, these changes still represent a tax-break for the average resident. Assuming the","Altogether, these changes still represent a tax-break for the average resident. Assuming the","Altogether, these changes still represent a tax-break for the average resident. Assuming the",
"average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two","average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two","average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two","average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two","average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two","average residential valuation decrease of 6%, a typical homeowner with a $200,000 home and two",
vehicles would see the following net change in the amount of taxes and user fees paid next year.,vehicles would see the following net change in the amount of taxes and user fees paid next year.,vehicles would see the following net change in the amount of taxes and user fees paid next year.,vehicles would see the following net change in the amount of taxes and user fees paid next year.,vehicles would see the following net change in the amount of taxes and user fees paid next year.,vehicles would see the following net change in the amount of taxes and user fees paid next year.,
,,,,,,
,,,,,,Annual Impact
,,Tax/Fee,Tax/Fee,,,
,,,,,,from Change
Real,Estate,Decrease,Decrease,of,6%,($124.80)
average,average,decline,in,housing,value,
"for $200,000 home","for $200,000 home","for $200,000 home","for $200,000 home",,,
$5,per,vehicle,increase,in,motor,$10.00
"vehicle licensing fee, two vehicles","vehicle licensing fee, two vehicles","vehicle licensing fee, two vehicles","vehicle licensing fee, two vehicles","vehicle licensing fee, two vehicles",,
$1.81,per,month,month,increase,in,$21.72
stormwater user fee,stormwater user fee,stormwater user fee,stormwater user fee,,,
$0.22 per 100 cubic feet increase in,$0.22 per 100 cubic feet increase in,$0.22 per 100 cubic feet increase in,$0.22 per 100 cubic feet increase in,$0.22 per 100 cubic feet increase in,$0.22 per 100 cubic feet increase in,$14.52
sewer user fee,sewer user fee,sewer user fee,,,,
,,,,,,
TOTAL IMPACT ON RESIDENT,TOTAL IMPACT ON RESIDENT,TOTAL IMPACT ON RESIDENT,TOTAL IMPACT ON RESIDENT,TOTAL IMPACT ON RESIDENT,TOTAL IMPACT ON RESIDENT,($78.56)
,,,,,,
,,,,,,
,,,,,,
