Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”,Name: “Table 1 of 1 on page 2 of 8”
Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2,Table: 2
,,,,,,,,,,,,,,,
,,,,,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,Major Tax & Fee Rate Changes,,,,
,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed,The Real Estate Property Tax Rate remains unchanged at $1.04/$100 assessed
value.,,,,,,,,,,,,,,,
,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,The cigarette tax is increasing from $0.65 to $0.75 per pack of twenty.,,,
,"The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83","The right-of-way fee, established by State law, is increasing from $0.76 to $0.83",
per line per month.,per line per month.,per line per month.,per line per month.,,,,,,,,,,,,
,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,All other taxes and fees remain constant.,,,,,,,
,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,A complete listing of the recommended changes can be reviewed in the FY12,
